,TVONWD2,PRKGPLC1,SIZRFRI1,INTERNET,TVTYPE2,WDPELLET,USENOTMOIST,USEEL,SIZEOFGARAGE,TOTSQFT_EN,TOTUCSQFT,OUTGRILLFUEL,OUTLET,WDOTHER,ELWATER,ATTICFIN,ELFOOD,ESCWASH,HDD30YR,CDD80,BEDROOMS,NCOMBATH,DNTHEAT,WASHLOAD,TEMPGONE,HIGHCEIL,FOPAY,TOTROOMS,PERIODEL,YEARMADERANGE,CELLAR,TVONWE2,EMPLOYHH,USECENAC,ROOFTYPE,TEMPNITE,NUMFRIG,WOODLOGS,SWIMPOOL,POOL,INWIRELESS,TYPEHUQ,WHEATAGE,LPWARM,NOTMOIST,ATTIC,BASECOOL,TEMPHOME,EQUIPAUX,COOLTYPE,CWASHER,AGEFRZR,ELCOOL,WASHTEMP,DRYRFUEL,STOVE,GARGHEAT,SDESCENT,WHEATSIZ,ATHOME,AGEDW,SOLWATER,STOVENFUEL,STOVEFUEL,AIRCOND,AGECWASH,AGERFRI2,AGECENAC,TEMPGONEAC,FUELH2O,DRAFTY,FOWATER,USENG,TVTYPE1,STORIES,AGECDRYER,SIZRFRI2,EDUCATION,TVONWD1,FUELPOOL,NHSLDMEM,RECBATH,BASEHEAT,UGWATER,EQUIPAGE,ATTCCOOL,OA_LAT,PERIODFO,WSF,OVENUSE,SOLOTHER,THERMAINAC,PERIODLP,ADQINSUL,DOOR1SUM,RNSETEMP,USEWOOD,HHAGE,MONEYPY,NUMBERAC,TOTCSQFT,EQUIPM,FUELTUB,NUMCFAN,PROTHERMAC,MICRO,STUDIO,WDWATER,ELOTHER,TYPERFR1,AGERFRI1,FUELHEAT,DRYRUSE,WDWARM,FOOTHER,LPGPAY,SIZFREEZ,BASEFIN,NUMFREEZ,ELWARM,UGWARM,FOWARM,NUMMEAL,OUTGRILL,UGOTH,TVSIZE1,ICE,HEATHOME,NHAFBATH,TEMPNITEAC,USEWWAC,STOVEN,AMTMICRO,LPWATER,USESOLAR,LPOTHER,OTHROOMS,PROTHERM,OVENFUEL,CDD30YR,TOPFRONT,LPCOOK,TEMPHOMEAC,WWACAGE,USEFO,FUEL_HEAT,KOWNRENT,USEMOISTURE,WINDOWS,HHSEX,CENACHP,MOISTURE,DISHWASH,WALLTYPE,FUELH2O2,TVSIZE2,THERMAIN,USELP,DRYER,HDD50,COFFEE,TVCOLOR,PERIODNG,TOTUSQFT,TYPEGLASS,ESDISHW,ESFRIG,AUDIT,TOTHSQFT,TVONWE1,GWT,ATTCHEAT,GARGCOOL,UGCOOK,NWEIGHT,OVEN,CDD65,DWASHUSE,HDD65,OCCUPYYRANGE,SWAMPCOL,TYPERFR2,UPRTFRZR,WOODAMT
13155,2,0,4,1,3,-2,-2,1,-2,3910,1128,2,1,-2,1,-2,1,1,5124,61,6,2,-2,4,64,1,-2,13,1,1,1,2,1,3,6,64,2,-2,0,-2,1,2,2,0,0,0,1,64,1,1,1,3,1,3,5,0,-2,0,2,0,2,0,5,-2,1,1,2,3,75,5,4,0,0,4,10,2,3,2,3,-2,5,0,1,0,3,-2,3.0,-2,0.57,4,0,1,-2,1,0,3,0,37,22,-2,2782,4,-2,2,0,1,-2,0,1,21,1,5,2,0,0,-2,2,1,1,1,0,0,3,1,0,3,1,1,0,72,-2,1,2,0,0,1,7,1,-2,1370,1,0,76,-2,0,5,1,-2,50,2,1,0,1,3,-2,3,1,1,1,2339,1,8,-2,1128,1,1,1,0,2782,4,59.0,-2,-2,0,3901.34,0,1022,20,5373,8,-2,22,1,-2.0
13157,-2,-2,3,-2,-2,-2,-2,1,-2,804,804,-2,-2,-2,1,-2,1,-2,4672,8,1,1,-2,-2,55,1,-2,3,1,1,0,-2,0,-2,2,55,1,-2,-2,-2,-2,4,42,0,0,0,-2,70,0,-2,0,-2,0,-2,-2,0,-2,0,2,1,-2,0,5,-2,0,-2,-2,-2,-2,5,3,0,0,1,-2,-2,-2,3,3,-2,1,0,-2,0,5,-2,0.0,-2,0.61,3,0,-2,-2,3,0,-2,0,84,7,-2,0,5,-2,0,-2,1,0,0,1,22,3,5,-2,0,0,-2,-2,-2,-2,1,0,0,3,0,0,2,0,1,0,-2,-2,1,2,0,0,0,2,-2,-2,103,-2,0,-2,-2,0,5,2,-2,30,2,-2,0,0,2,-2,-2,0,0,0,1325,1,1,-2,0,1,-2,0,0,804,3,53.0,-2,-2,0,11386.3,0,127,-2,5086,8,0,-2,-2,-2.0
13158,2,-2,3,-2,1,-2,-2,1,-2,763,0,-2,0,-2,1,-2,1,0,3064,85,2,1,-2,3,65,0,-2,4,1,5,-2,2,1,3,-2,65,1,-2,-2,-2,-2,5,41,0,0,-2,-2,70,0,1,1,-2,1,3,5,0,-2,0,1,1,-2,0,5,-2,1,3,-2,41,70,5,2,0,0,1,-2,3,-2,1,5,-2,3,0,-2,0,41,-2,7.0,-2,0.4,2,0,1,-2,2,0,3,0,26,5,-2,763,3,-2,0,0,1,0,0,1,22,3,5,1,0,0,-2,-2,-2,-2,1,0,0,3,0,0,2,0,1,1,65,-2,1,3,0,0,0,2,0,-2,1609,1,0,70,-2,0,5,2,-2,20,1,0,0,0,1,-2,1,1,0,1,855,0,2,-2,0,2,-2,0,0,763,5,64.0,-2,-2,0,6078.63,0,1803,-2,3012,8,0,-2,-2,-2.0
13163,-2,0,3,1,-2,-2,-2,1,-2,1357,0,21,0,-2,0,0,1,1,2489,100,4,2,-2,1,60,0,-2,5,1,3,0,-2,2,1,5,75,2,-2,0,-2,0,2,3,0,0,1,-2,65,1,1,1,-2,1,1,5,0,-2,0,2,1,-2,0,5,-2,1,1,3,41,-2,1,4,0,1,3,10,1,3,3,3,-2,5,0,-2,1,2,0,0.0,-2,0.49,4,0,1,-2,1,1,2,0,24,13,-2,1357,10,-2,4,1,1,-2,0,1,22,2,5,1,0,0,1,-2,-2,-2,1,0,0,3,1,0,1,1,1,0,-2,-2,1,4,0,0,1,1,-2,5,1517,1,0,-2,-2,0,5,1,-2,30,2,1,0,0,4,-2,-2,-2,1,1,393,0,1,1,543,2,-2,0,0,814,1,66.0,0,-2,0,6798.75,1,1538,-2,2264,8,0,1,-2,-2.0
13165,1,1,4,1,2,-2,-2,1,1,1795,609,-2,0,-2,0,-2,0,1,2378,219,3,2,-2,2,70,0,-2,5,1,4,0,1,1,1,5,68,1,-2,0,-2,1,2,5,0,0,0,-2,75,0,1,1,-2,1,2,5,0,0,0,2,0,3,0,1,-2,1,1,-2,5,-2,1,4,0,1,2,10,1,-2,3,2,-2,2,0,-2,1,5,-2,0.0,-2,0.44,4,0,1,-2,2,1,2,0,56,24,-2,1436,3,-2,3,1,1,-2,0,1,22,3,5,2,0,0,-2,-2,-2,-2,1,0,0,4,0,0,3,0,1,0,-2,-2,1,2,0,0,0,2,1,-2,1775,1,0,-2,-2,0,5,1,-2,30,2,0,0,1,4,-2,3,1,0,1,290,1,2,1,609,1,1,1,1,1436,2,68.0,-2,0,1,5586.12,0,1983,13,2399,4,0,-2,-2,-2.0
13167,1,-2,3,-2,1,-2,-2,1,-2,692,346,2,0,-2,1,-2,1,-2,5673,0,1,1,-2,-2,60,0,-2,4,5,4,-2,1,1,-2,-2,60,1,-2,-2,-2,-2,5,3,0,0,-2,-2,60,1,2,0,-2,1,-2,-2,0,-2,0,1,1,41,0,5,-2,1,-2,-2,-2,-2,5,4,0,0,2,-2,-2,-2,3,3,-2,2,0,-2,0,2,-2,4.0,-2,0.49,5,0,-2,-2,1,1,-2,0,30,12,2,346,5,-2,1,-2,1,0,0,1,22,2,5,-2,0,0,-2,-2,-2,-2,1,0,0,3,1,0,3,0,1,0,-2,1,1,3,0,0,1,3,0,-2,844,-2,0,-2,1,0,5,2,-2,20,1,-2,0,1,1,-2,2,1,1,0,2536,1,2,-2,0,2,-2,1,0,692,2,53.0,-2,-2,0,11475.23,0,715,11,5567,8,-2,-2,-2,-2.0
13171,5,1,4,1,2,-2,-2,1,2,2516,400,21,1,-2,1,0,1,1,1080,82,4,2,-2,3,65,1,-2,8,1,5,0,5,1,3,5,65,1,-2,0,-2,1,2,3,0,0,1,-2,65,0,1,1,3,1,3,5,0,0,0,3,1,3,0,5,-2,1,1,-2,41,82,5,4,0,0,2,10,3,-2,3,4,-2,5,0,-2,0,41,0,21.0,-2,0.38,3,0,1,-2,2,0,3,0,42,16,-2,2516,4,-2,7,1,1,-2,0,1,21,3,5,1,0,0,-2,4,-2,1,1,0,0,3,1,0,3,1,1,0,78,-2,1,1,0,0,0,4,1,-2,2536,1,0,78,-2,0,5,1,-2,42,2,1,0,1,4,-2,2,1,0,1,110,1,6,-2,400,2,1,-9,0,2516,5,70.0,0,0,0,6297.04,0,2602,20,1111,6,-2,-2,2,-2.0
13172,-2,0,3,-2,-2,-2,-2,1,-2,840,630,2,0,-2,1,-2,1,-2,1295,308,2,1,-2,-2,75,0,-2,4,5,6,0,-2,0,-2,5,75,1,-2,0,-2,-2,2,42,0,0,0,-2,75,0,2,0,-2,1,-2,-2,0,-2,0,2,0,-2,0,5,-2,1,-2,-2,-2,-2,5,4,0,0,1,10,-2,-2,2,3,-2,2,0,-2,0,42,-2,18.0,-2,0.38,4,0,-2,-2,2,0,-2,0,62,8,1,210,3,-2,0,-2,1,-2,0,1,21,3,5,-2,0,0,-2,-2,-2,-2,1,0,0,4,1,0,2,0,1,0,-2,3,1,3,0,0,1,2,0,-2,2604,-2,0,-2,2,0,5,1,-2,30,2,-2,0,0,2,-2,-2,1,1,0,194,1,1,-2,0,1,-2,0,0,840,3,72.0,-2,-2,0,9242.95,0,3062,-2,1302,6,-2,-2,-2,-2.0
13174,2,-2,3,-2,1,-2,-2,1,-2,625,0,-2,-2,-2,1,-2,1,0,1937,245,2,1,-2,2,60,0,-2,4,1,4,0,2,0,2,5,65,1,-2,-2,-2,-2,4,41,0,0,0,-2,65,0,1,1,-2,1,3,5,0,-2,0,2,1,-2,0,5,-2,1,3,-2,3,78,5,4,0,0,1,-2,3,-2,2,3,-2,1,0,-2,0,3,-2,16.0,-2,0.38,3,0,1,-2,1,0,3,0,22,1,-2,625,3,-2,0,0,1,0,0,1,1,3,5,1,0,0,-2,-2,-2,-2,1,0,0,3,0,0,3,0,1,0,70,-2,1,1,0,0,0,2,0,-2,2326,2,0,70,-2,0,5,2,-2,30,1,0,0,0,1,-2,3,1,0,1,357,0,2,-2,0,2,-2,0,0,625,2,68.0,-2,-2,0,10837.01,0,2484,-2,1930,8,-2,-2,-2,-2.0
13178,2,1,4,1,2,-2,-2,1,1,2472,250,2,1,-2,1,-2,1,1,397,560,3,2,-2,2,68,0,-2,6,1,3,0,2,1,3,6,68,2,-2,0,-2,1,2,1,0,0,0,-2,68,0,1,1,-2,1,3,5,0,0,0,-2,0,2,0,5,-2,1,1,1,5,82,5,4,0,0,2,10,1,2,2,3,-2,2,0,-2,0,5,-2,25.0,-2,0.42,3,0,1,-2,1,0,3,0,46,22,-2,2472,4,-2,4,0,1,-2,0,1,21,2,5,1,0,0,-2,-2,-2,-2,1,0,0,3,1,0,3,1,1,0,82,-2,1,3,0,0,1,3,0,-2,3822,2,0,82,-2,0,5,1,-2,30,2,1,0,1,7,-2,2,1,1,1,0,1,4,-2,250,2,1,1,0,2472,3,70.0,-2,0,0,6540.32,0,4099,13,386,8,-2,22,-2,-2.0
13189,2,-2,2,1,1,-2,-2,1,-2,940,0,21,0,-2,0,-2,1,-2,2265,70,2,1,-2,-2,65,1,-2,5,1,4,0,3,0,1,5,68,1,-2,-2,-2,0,4,41,0,0,0,-2,70,0,1,0,-2,1,-2,-2,0,-2,0,1,0,-2,0,5,-2,1,-2,-2,1,-2,1,3,0,1,1,-2,-2,-2,3,3,-2,3,0,-2,1,1,-2,0.0,-2,0.52,3,0,1,-2,2,2,-2,0,38,6,-2,940,3,-2,0,1,1,0,0,1,1,41,5,-2,0,0,-2,-2,-2,-2,1,0,0,2,1,0,2,0,1,0,-2,-2,1,2,0,0,0,3,1,-2,1491,-2,0,-2,-2,0,5,2,-2,20,1,0,0,0,2,-2,2,1,0,0,224,1,3,1,0,1,-2,-2,0,940,3,68.0,-2,-2,0,6469.84,0,1536,-2,2267,7,0,-2,-2,-2.0
13190,2,-2,3,1,1,-2,-2,1,-2,960,0,-2,0,-2,1,-2,1,-2,1389,215,1,1,-2,-2,75,1,-2,3,1,5,0,2,0,3,5,80,1,-2,-2,-2,0,4,41,0,0,0,-2,75,0,1,0,-2,1,-2,-2,0,-2,0,2,1,-2,0,5,-2,1,-2,-2,3,75,5,3,0,0,1,-2,-2,-2,3,2,-2,1,0,-2,0,3,-2,19.0,-2,0.38,6,0,1,-2,2,1,-2,0,66,10,-2,960,3,-2,0,1,1,0,0,1,22,3,5,-2,0,0,-2,-2,-2,-2,1,0,0,2,0,0,1,0,1,0,68,-2,1,3,0,0,0,2,1,-2,2595,-2,0,75,-2,0,5,2,-2,20,2,0,0,0,2,-2,2,1,0,0,238,1,2,-2,0,1,-2,1,0,960,2,70.0,-2,-2,0,8198.75,0,2841,-2,1321,6,-2,-2,-2,-2.0
13191,3,1,3,-2,1,-2,-2,1,2,3270,2035,-2,1,-2,0,-2,1,-2,5460,0,3,3,-2,2,58,1,-2,5,1,6,1,2,0,1,5,55,2,-2,0,-2,-2,2,41,0,0,0,0,68,0,1,1,-2,1,2,5,0,0,0,2,1,41,0,5,-2,1,41,42,41,-2,1,4,0,1,1,10,41,2,1,3,-2,1,0,0,1,41,-2,0.0,-2,0.6,6,0,1,-2,1,0,2,0,85,5,-2,1635,3,-2,1,1,1,-2,0,1,22,2,5,1,0,0,-2,-2,1,-2,1,0,0,3,0,0,1,0,1,0,-2,-2,1,4,0,0,0,2,1,-2,961,1,0,-2,-2,0,5,1,-2,30,1,0,0,1,1,-2,1,1,0,1,2295,1,2,1,2035,1,-2,1,0,1635,1,52.0,-2,0,0,5865.89,0,760,11,5447,6,0,22,-2,-2.0
13192,5,1,4,1,1,0,-2,1,2,3680,400,2,0,0,1,0,1,1,3693,46,4,2,-2,2,72,0,-2,11,1,5,0,2,1,3,6,72,1,1,0,-2,1,2,5,0,0,1,-2,72,1,1,1,-2,1,2,5,0,0,0,2,1,2,0,5,-2,1,1,-2,2,72,5,3,0,0,3,20,1,-2,2,2,-2,3,1,-2,0,2,0,8.0,-2,0.52,4,0,1,-2,2,0,3,1,52,23,-2,3680,4,5,9,1,1,-2,0,1,23,2,5,1,1,0,1,-2,-2,-2,1,0,0,4,1,0,3,1,1,1,72,-2,1,3,0,0,1,7,0,-2,1419,1,0,72,-2,0,5,1,-2,60,2,1,0,1,3,5,2,1,1,1,1287,1,4,-2,400,2,1,1,0,3680,2,59.0,0,0,0,9229.28,0,1466,13,3633,6,-2,-2,-2,4.0
13193,2,-2,4,1,1,-2,-2,1,-2,413,0,-2,0,-2,1,-2,1,0,1030,618,2,2,-2,2,60,0,-2,5,1,5,-2,1,1,1,-2,68,2,-2,-2,-2,1,5,5,0,0,-2,-2,68,0,1,1,-2,1,2,5,0,-2,0,3,0,3,0,5,-2,1,3,3,5,-2,5,4,0,0,1,-2,3,1,2,2,-2,2,0,-2,0,5,-2,23.0,-2,0.53,6,0,1,-2,3,2,2,0,62,13,-2,413,3,-2,3,1,1,0,0,1,22,3,5,1,0,0,-2,-2,-2,-2,1,0,0,3,0,0,2,0,1,0,-2,-2,1,3,0,0,0,3,1,-2,3266,1,0,-2,-2,0,5,2,-2,20,1,0,0,1,2,-2,1,1,0,1,47,1,2,-2,0,1,0,1,0,413,4,71.0,-2,-2,0,7518.43,0,3172,12,1225,8,0,3,-2,-2.0
13197,3,1,3,1,1,-2,-2,1,2,2167,1673,-2,0,-2,1,-2,1,0,3195,12,4,2,-2,3,60,0,-2,8,1,4,1,4,0,3,5,60,1,-2,0,-2,0,2,2,1,0,0,0,65,1,1,1,-2,1,3,5,1,0,0,2,1,41,0,5,5,1,2,-2,5,75,5,1,0,0,1,10,41,-2,6,5,-2,2,0,0,0,5,-2,9.0,-2,0.45,2,0,1,5,3,1,3,0,55,16,-2,894,4,-2,5,1,1,-2,0,1,22,41,5,1,0,0,1,-2,0,-2,1,0,0,2,0,0,2,0,1,0,65,-2,1,3,0,0,0,4,1,-2,1488,1,0,75,-2,0,5,2,-2,41,2,1,0,1,1,-2,2,1,1,1,889,1,3,-2,1673,1,-2,-2,0,894,5,68.0,-2,0,0,11362.76,0,1393,20,3520,8,0,-2,-2,-2.0
13201,3,-2,3,1,1,-2,-2,1,-2,687,0,21,0,-2,1,-2,1,-2,3119,50,1,1,-2,2,75,0,-2,3,1,5,-2,3,1,3,-2,75,1,-2,-2,-2,0,5,41,0,0,-2,-2,75,0,1,1,-2,1,1,5,0,-2,0,1,0,-2,0,5,-2,1,41,-2,41,70,5,4,0,0,1,-2,41,-2,4,3,-2,1,0,-2,0,41,-2,7.0,-2,0.4,4,0,1,-2,2,0,3,0,53,9,-2,687,3,-2,0,0,1,0,0,1,1,3,5,1,0,0,-2,-2,-2,-2,1,0,0,4,1,0,3,0,1,0,70,-2,1,3,0,0,0,2,0,-2,1581,1,0,70,-2,0,5,2,-2,20,1,0,0,0,1,-2,1,1,0,1,812,1,2,-2,0,1,-2,0,0,687,3,61.0,-2,-2,0,7269.06,0,1747,-2,3110,8,0,-2,-2,-2.0
13203,1,1,4,1,1,-2,-2,1,1,2486,1449,2,1,-2,1,1,1,0,4642,8,3,2,-2,3,66,0,-2,7,1,4,0,1,1,1,5,67,1,-2,0,-2,1,3,5,0,0,1,-2,68,0,1,1,-2,1,2,5,0,0,0,2,0,3,0,5,-2,1,3,-2,5,-2,5,4,0,0,2,31,3,-2,5,2,-2,2,0,-2,0,5,0,4.0,-2,0.43,4,0,1,-2,1,1,3,0,54,22,-2,1287,3,-2,2,1,1,-2,0,1,22,1,5,1,0,0,1,-2,-2,-2,1,0,0,4,1,0,3,0,1,1,-2,-2,1,2,0,0,1,4,1,-2,1184,1,0,-2,-2,0,5,1,-2,41,2,0,0,1,3,-2,1,1,1,1,1768,1,2,-2,1449,2,0,0,0,1287,2,58.0,0,0,0,9620.54,0,861,20,4888,8,-2,-2,-2,-2.0
13206,1,1,3,1,1,-2,-2,1,2,1806,2206,-2,1,-2,0,0,1,0,5468,0,4,2,-2,3,68,0,-2,8,1,4,1,1,1,-2,5,68,1,-2,0,-2,1,2,1,0,0,1,0,70,0,-2,1,-2,0,2,5,0,0,0,3,0,41,0,5,-2,0,3,-2,-2,-2,1,1,0,1,1,20,3,-2,4,3,-2,2,0,1,1,42,0,0.0,-2,0.59,4,0,-2,-2,3,0,3,0,39,16,-2,0,3,-2,2,-2,1,-2,0,1,22,5,5,1,0,0,-2,-2,1,-2,1,0,0,4,0,0,3,0,1,1,-2,-2,1,4,0,0,0,4,1,-2,858,1,0,-2,-2,0,5,2,1,41,1,-2,1,1,3,-2,1,1,0,1,2390,1,2,1,400,1,-2,-2,0,1806,3,50.0,0,0,0,4625.84,0,674,13,5627,8,1,-2,-2,-2.0
13207,-2,-2,3,1,-2,-2,-2,1,-2,1259,0,21,0,-2,1,-2,1,0,1455,1018,3,2,-2,3,60,1,-2,5,2,6,-2,-2,0,3,-2,75,1,-2,-2,-2,0,5,3,0,0,-2,-2,70,0,1,1,-2,1,3,5,0,-2,0,3,1,3,0,5,-2,1,2,-2,3,85,5,4,0,0,3,-2,2,-2,2,2,-2,3,0,-2,0,3,-2,1.0,-2,0.42,2,0,1,-2,1,1,3,0,57,5,-2,1259,3,-2,2,0,1,0,0,1,22,3,5,1,0,0,-2,-2,-2,-2,1,0,0,4,1,0,3,0,1,1,70,-2,1,1,0,0,0,2,0,-2,3657,1,0,80,-2,0,5,2,-2,20,1,0,0,1,4,-2,-2,1,0,1,46,1,1,-2,0,2,0,0,0,1259,1,81.0,-2,-2,0,10807.79,0,3870,13,1022,8,0,-2,-2,-2.0
13208,2,1,3,1,1,-2,-2,1,2,2292,2692,-2,1,-2,1,-2,1,-2,4764,33,4,2,-2,3,70,1,-2,7,1,3,0,3,0,-2,5,70,2,-2,0,-2,0,2,42,0,0,0,-2,70,0,-2,1,5,0,2,5,1,0,0,3,1,41,0,-2,5,0,42,5,-2,-2,5,3,0,0,1,10,3,3,5,5,-2,2,0,-2,0,5,-2,0.0,-2,0.54,4,0,-2,-2,2,3,3,0,71,6,-2,0,5,-2,0,-2,1,-2,0,1,23,41,5,1,0,0,-2,2,-2,1,1,0,0,3,0,0,2,0,1,0,-2,-2,0,3,0,0,0,3,0,5,242,1,0,-2,-2,0,5,1,1,41,1,-2,1,1,2,-2,1,1,0,1,1575,1,3,-2,1055,2,-2,-2,0,1637,5,54.0,-2,0,0,8236.3,1,355,13,4959,4,0,22,2,-2.0
13209,2,1,3,1,1,-2,-2,1,2,2268,400,21,1,-2,1,0,1,1,5448,25,3,2,-2,3,66,0,-2,6,1,5,0,1,1,1,6,68,1,-2,0,-2,1,2,3,1,0,1,-2,68,1,1,1,-2,1,2,5,0,0,0,2,0,2,0,5,-2,1,2,-2,3,-2,5,3,0,0,1,10,2,-2,5,2,-2,3,0,-2,0,2,0,6.0,-2,0.46,3,0,1,2,2,0,3,0,25,18,-2,2268,3,-2,2,1,1,-2,0,1,21,2,5,1,0,0,1,-2,-2,-2,1,0,0,2,1,0,2,1,1,0,-2,-2,1,3,0,0,0,3,1,-2,964,1,0,-2,-2,0,5,1,-2,30,2,1,0,1,1,-2,1,1,1,1,2413,1,2,-2,400,2,0,1,0,2268,3,63.0,0,0,0,14797.17,0,732,13,5495,8,-2,-2,-2,-2.0
13212,3,1,4,1,1,-2,-2,1,2,1496,1126,2,1,-2,0,0,1,1,6073,0,3,2,-2,3,68,0,-2,8,1,4,1,2,1,3,5,70,2,-2,0,-2,1,2,3,0,0,1,0,69,0,1,1,-2,1,3,1,0,0,0,3,0,3,0,5,-2,1,2,41,3,70,1,2,0,1,2,10,2,3,2,3,-2,3,0,0,1,5,0,2.0,-2,0.61,4,0,1,-2,2,1,3,0,44,24,-2,770,3,-2,3,1,1,-2,0,1,21,42,5,2,0,0,-2,-2,1,-2,1,0,0,3,1,1,3,1,1,1,70,-2,1,1,0,0,1,5,1,-2,818,2,0,70,-2,0,5,1,-2,30,1,0,0,1,1,-2,1,1,1,1,3105,1,4,1,1126,2,0,-2,0,770,3,50.0,0,0,0,12169.28,0,621,13,6090,6,0,22,-2,-2.0
13224,1,0,4,1,1,-2,-2,1,-2,1456,0,2,0,-2,1,-2,1,1,1319,279,4,2,-2,2,55,1,-2,7,1,6,0,1,1,2,3,60,1,-2,0,-2,1,2,2,0,0,0,-2,60,1,1,1,-2,1,3,5,0,-2,0,1,0,-2,0,5,-2,1,1,-2,1,85,5,4,0,0,2,10,5,-2,4,3,-2,1,0,-2,0,1,-2,19.0,-2,0.38,6,0,1,-2,1,0,3,0,46,16,-2,1456,3,-2,5,0,1,-2,0,1,21,3,5,1,0,0,-2,-2,-2,-2,1,0,0,4,1,0,3,0,1,0,80,-2,1,1,0,0,1,3,0,-2,2680,1,0,80,-2,0,5,1,-2,30,1,1,0,0,3,-2,2,1,1,1,265,0,2,-2,0,1,-2,0,0,1456,4,70.0,-2,-2,0,11053.09,0,3121,-2,1273,6,-2,-2,-2,-2.0
13230,1,1,4,1,2,-2,-2,1,1,1969,250,2,0,-2,1,-2,1,1,976,260,3,2,-2,2,66,0,-2,6,1,2,0,1,2,3,6,69,2,-2,0,-2,1,2,41,0,0,0,-2,69,0,1,1,-2,1,3,5,0,0,0,1,1,41,0,5,-2,1,2,2,2,80,5,3,0,0,2,10,2,1,4,3,-2,2,0,-2,0,2,-2,22.0,-2,0.39,4,0,1,-2,2,0,3,0,49,24,-2,1969,3,-2,6,1,1,-2,0,1,22,41,5,1,0,0,-2,-2,-2,-2,1,0,0,4,1,0,3,0,1,0,78,-2,1,3,0,0,1,3,1,-2,2907,2,0,77,-2,0,5,2,-2,42,1,0,0,1,7,-2,2,1,1,1,81,0,3,-2,250,2,-2,-2,0,1969,3,70.0,-2,0,0,6873.74,0,3110,13,965,8,-2,3,-2,-2.0
13232,1,1,3,1,1,-2,2,1,1,3700,3950,21,1,-2,1,-2,1,0,5882,17,4,2,-2,2,60,0,-2,8,1,5,1,2,1,-2,5,67,2,-2,0,-2,0,2,1,0,1,0,0,67,1,-2,1,2,0,3,5,0,0,0,2,0,-2,0,5,-2,0,2,5,-2,-2,5,4,0,0,2,20,5,3,5,3,-2,2,0,1,0,5,-2,2.0,-2,0.54,5,0,-2,-2,1,1,3,0,46,12,-2,0,5,-2,5,-2,1,-2,0,1,22,5,5,3,0,0,-2,3,1,1,1,0,0,3,1,0,3,0,1,0,-2,-2,1,3,0,0,0,4,0,-2,717,1,0,-2,-2,0,5,1,-2,42,2,-2,0,0,3,-2,2,1,0,1,2519,1,2,-2,1525,2,-2,-2,0,2425,4,54.0,-2,0,0,12407.57,0,558,-2,5959,5,-2,22,1,-2.0
13233,2,-2,3,1,2,-2,-2,1,-2,968,0,-2,0,-2,1,-2,1,1,6615,0,2,2,-2,3,69,1,-2,4,1,1,-2,2,1,2,-2,69,1,-2,-2,-2,1,5,2,0,0,-2,-2,69,0,1,1,-2,1,2,5,0,-2,0,2,0,2,0,5,-2,1,2,-2,2,73,5,4,0,0,2,-2,2,-2,5,2,-2,1,0,-2,0,1,-2,2.0,-2,0.54,3,0,1,-2,1,0,2,0,32,17,-2,968,3,-2,0,1,1,0,0,1,1,2,5,1,0,0,-2,-2,-2,-2,1,0,0,5,0,0,3,0,1,0,70,-2,1,4,0,0,0,2,1,-2,558,2,0,65,-2,0,5,2,-2,30,1,0,0,1,1,-2,3,1,0,1,3237,1,2,-2,0,1,1,0,0,968,2,51.0,-2,-2,0,5595.83,0,340,13,6935,8,-2,-2,-2,-2.0
13234,4,-2,3,-2,1,-2,-2,1,-2,599,399,-2,0,-2,0,-2,1,-2,2297,73,1,1,-2,-2,68,0,-2,3,1,2,-2,4,2,-2,-2,73,1,-2,-2,-2,-2,5,5,0,0,-2,-2,75,1,2,0,-2,1,-2,-2,0,-2,0,3,1,-2,0,5,-2,1,-2,-2,-2,-2,2,3,0,0,1,-2,-2,-2,2,3,-2,1,0,-2,0,1,-2,0.0,-2,0.52,6,0,-2,5,2,0,-2,0,28,5,1,200,5,-2,2,-2,1,0,0,1,22,3,5,-2,0,0,1,-2,-2,-2,1,0,0,4,0,0,1,0,1,0,-2,3,1,2,1,0,0,2,-2,-2,1471,-2,0,-2,2,0,5,2,-2,20,1,-2,0,0,4,-2,1,0,1,0,213,0,2,-2,0,1,-2,0,0,599,3,67.0,-2,-2,0,8943.86,0,1556,-2,2238,8,0,-2,-2,-2.0
13245,2,0,3,1,2,-2,2,1,-2,1760,0,2,1,-2,1,-2,1,-9,572,467,3,2,-2,2,64,1,-2,8,1,5,0,1,1,3,3,64,3,-2,1,1,1,2,5,0,1,0,-2,69,0,1,1,-2,1,3,5,0,-2,0,2,1,2,0,1,-2,1,3,2,5,78,5,4,0,1,3,10,3,4,5,5,8,2,0,-2,0,42,-2,23.0,-2,0.38,1,1,1,-2,1,1,3,0,46,24,-2,1760,3,-2,4,0,1,-2,0,1,22,41,5,1,0,0,-2,-2,-2,-2,1,0,0,2,1,0,3,0,1,1,76,-2,1,3,0,1,1,5,0,5,3490,2,0,78,-2,0,5,1,-2,41,1,0,0,1,4,5,3,1,1,1,65,1,3,5,0,2,1,-2,0,1760,4,70.0,-2,-2,1,5878.4,1,3773,20,631,5,-2,23,-2,-2.0
