,ELUSED,STHW,STDNRM,PKGCL,FACIL,COOK,DHUSED,ELNONLU,OTCLEQ,NWKERC,LOHRPC,PRNTYP,COOLP,OPNWE,WKHRS,FAX,ELCOOK,HT2,DHHT1,SOUSED,HEATP,NWKER,FLUORP,FURNAC,RFGEQP,CAPGEN,RCAC,OPEN24,RDCLNF,GOVOWN,CWUSED,ELMANU,MANU,RFCNS,COUSED,MAINT,WINTYP,EVAPCL,LTOHRP,HTPMPC,STUSED,DHCOOL,WATR,SQFT,BOILER,DHOTH,DAYLTP,WLCNS,SERVER,NOCC,DHCNS,YRCON,BULB,PBA,MFEXP,COOL,PCTERM,ACWNWL,MONUSE,PKGHT,AWN,FKUSED,SKYLT,ELHT2,SLFCON,FREESTN,ONEACT,ELWATR,ELCNS,OTLT,DHWATR,ELLOCUT,NGUSED,NFLOOR,CDD65,HDD65,HTPMPH,DHMANU,WOUSED,PUBID,WKHRSC,GENR,DHHT2,ELHT1,TRNGRM,TINT,RDHTNF,REFL,HT1,ELCOOL,DHEXP,WTHTEQ,OTUSED,COPIER,OTHTEQ,PRNTRN,MAINHT,HWUSED,HID,CHWT,ELEXP,DHCOOK,CHILLR,MAINCL,PRUSED,FLUOR,CFLR,STHWP,MFUSED,PCTRMC,HALO,ELOTSRC,OPNMF,HWTRM,OWNOCC
9179,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,5.0,4.0,2.0,100.0,1.0,80.0,1.0,2.0,1,1.0,2.0,100.0,38.0,80.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,130000,1.0,2.0,0.0,1.0,1.0,2,18128.0,1993,2.0,13,510035.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,4456733.0,2.0,1.0,1.0,1,2.0,1571,3822,2.0,2.0,2.0,2936,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,2.0,213179.0,1.0,2.0,1.0,2.0,20.0,6.0,2,2.0,1.0,286520.0,2.0,2.0,5.0,2.0,1.0,1.0,100.0,1,6.0,2.0,2.0,1.0,2.0,1.0
9192,1,1.0,2.0,2.0,2.0,1.0,1,2.0,2.0,8.0,4.0,2.0,100.0,2.0,50.0,1.0,2.0,1,1.0,2.0,100.0,270.0,90.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,2.0,1,2.0,1,130000,2.0,2.0,0.0,1.0,1.0,1,6132.0,1958,1.0,2,322769.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,1.0,1.0,0.0,1.0,2.0,3224677.0,2.0,2.0,1.0,1,10.0,1262,4935,2.0,2.0,2.0,2950,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1.0,72112.0,1.0,2.0,1.0,1.0,330.0,6.0,2,1.0,2.0,244353.0,2.0,1.0,6.0,2.0,1.0,1.0,100.0,1,7.0,1.0,2.0,1.0,1.0,2.0
9235,1,1.0,2.0,1.0,2.0,2.0,1,2.0,2.0,8.0,4.0,2.0,95.0,2.0,70.0,1.0,2.0,2,1.0,2.0,100.0,350.0,80.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,100.0,2.0,1,2.0,1,500001,2.0,2.0,10.0,2.0,1.0,6,81866.0,1973,2.0,2,638060.0,1,1.0,2.0,12.0,2.0,1.0,2,1.0,2.0,2.0,1.0,1.0,2.0,6780577.0,2.0,1.0,1.0,2,11.0,1323,5312,2.0,2.0,2.0,3002,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1.0,198792.0,1.0,2.0,1.0,2.0,150.0,6.0,2,1.0,1.0,439268.0,2.0,2.0,5.0,2.0,1.0,1.0,100.0,1,7.0,2.0,2.0,1.0,2.0,1.0
9253,1,1.0,1.0,2.0,1.0,2.0,1,9.0,2.0,9.0,4.0,2.0,100.0,1.0,84.0,1.0,2.0,2,1.0,2.0,100.0,500.0,95.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,2.0,1,2.0,1,168000,2.0,2.0,0.0,1.0,1.0,2,16160.0,1974,1.0,2,382075.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,1.0,3994464.0,2.0,1.0,9.0,1,13.0,410,4908,2.0,2.0,2.0,3022,5.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1,2.0,190043.0,3.0,2.0,1.0,2.0,150.0,6.0,2,2.0,1.0,191949.0,2.0,2.0,5.0,2.0,1.0,2.0,100.0,1,7.0,2.0,9.0,1.0,2.0,2.0
9256,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,5.0,4.0,2.0,100.0,1.0,114.0,1.0,2.0,2,1.0,2.0,100.0,20.0,100.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,100.0,2.0,1,2.0,1,138000,2.0,2.0,0.0,1.0,1.0,1,19907.0,1968,2.0,13,418198.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,2589820.0,2.0,1.0,1.0,2,4.0,1435,4911,2.0,2.0,2.0,3026,6.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,2.0,234100.0,1.0,2.0,2.0,2.0,25.0,6.0,1,2.0,1.0,184098.0,2.0,2.0,5.0,2.0,1.0,2.0,100.0,1,5.0,2.0,2.0,1.0,2.0,1.0
9261,1,1.0,-1.0,-1.0,2.0,2.0,1,2.0,-1.0,4.0,4.0,-1.0,-1.0,1.0,144.0,2.0,2.0,2,1.0,2.0,100.0,10.0,90.0,2.0,2.0,2.0,-1.0,2.0,-1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,-1.0,100.0,-1.0,1,2.0,1,98000,2.0,2.0,100.0,1.0,-1.0,1,1310.0,1950,1.0,5,21795.0,2,2.0,-1.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,225618.0,2.0,2.0,1.0,1,5.0,609,5737,2.0,2.0,2.0,3032,6.0,2.0,2.0,2.0,-1.0,2.0,2.0,2.0,1,2.0,8843.0,1.0,2.0,2.0,2.0,-1.0,6.0,2,1.0,-1.0,12815.0,2.0,-1.0,-1.0,2.0,1.0,2.0,100.0,1,-1.0,2.0,2.0,1.0,2.0,2.0
9263,1,1.0,2.0,1.0,2.0,1.0,1,2.0,2.0,10.0,4.0,2.0,95.0,2.0,60.0,1.0,2.0,2,1.0,2.0,100.0,1200.0,90.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,100.0,2.0,1,2.0,1,800000,2.0,2.0,10.0,1.0,1.0,16,152785.0,1967,2.0,2,1030852.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,9044179.0,2.0,1.0,1.0,1,991.0,1554,4137,2.0,2.0,2.0,3034,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,414168.0,1.0,2.0,1.0,2.0,600.0,6.0,2,2.0,1.0,615189.0,2.0,2.0,5.0,2.0,1.0,1.0,100.0,1,9.0,2.0,2.0,1.0,1.0,1.0
9271,1,1.0,2.0,1.0,2.0,2.0,1,2.0,2.0,11.0,4.0,4.0,100.0,1.0,60.0,1.0,2.0,1,1.0,2.0,100.0,3000.0,90.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,2.0,1,2.0,1,700000,2.0,2.0,10.0,5.0,1.0,75,33641.0,1952,1.0,2,810895.0,1,1.0,1.0,12.0,1.0,2.0,2,2.0,1.0,2.0,0.0,1.0,2.0,5783291.0,2.0,1.0,1.0,2,992.0,977,5230,2.0,2.0,2.0,3045,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1,1.0,395612.0,1.0,2.0,1.0,2.0,3000.0,3.0,2,2.0,2.0,415283.0,2.0,1.0,6.0,2.0,1.0,1.0,20.0,1,10.0,1.0,2.0,1.0,2.0,1.0
9279,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,4.0,2.0,1.0,100.0,1.0,100.0,1.0,2.0,2,1.0,2.0,100.0,12.0,80.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,40.0,2.0,1,2.0,1,10000,2.0,2.0,10.0,2.0,1.0,1,1158.0,1951,1.0,14,31158.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,108119.0,2.0,2.0,1.0,1,4.0,1962,1015,2.0,2.0,2.0,3055,6.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,2.0,13618.0,1.0,2.0,1.0,2.0,7.0,6.0,2,2.0,1.0,16403.0,2.0,2.0,5.0,2.0,1.0,1.0,100.0,1,3.0,2.0,2.0,1.0,2.0,1.0
9307,1,1.0,1.0,2.0,1.0,2.0,1,1.0,2.0,7.0,4.0,1.0,100.0,1.0,168.0,1.0,2.0,2,1.0,2.0,100.0,180.0,95.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,98.0,2.0,1,2.0,1,210000,2.0,2.0,10.0,1.0,1.0,1,29606.0,1955,1.0,14,661117.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,5000000.0,2.0,1.0,2.0,1,5.0,1228,4730,2.0,2.0,2.0,3089,7.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1.0,348161.0,1.0,2.0,1.0,2.0,500.0,6.0,2,1.0,2.0,312563.0,2.0,1.0,6.0,2.0,1.0,1.0,100.0,1,8.0,2.0,2.0,1.0,1.0,1.0
9308,1,1.0,2.0,2.0,1.0,1.0,1,2.0,2.0,10.0,3.0,1.0,70.0,2.0,50.0,1.0,1.0,2,1.0,2.0,70.0,1260.0,80.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,75.0,2.0,1,2.0,1,315000,2.0,1.0,0.0,2.0,1.0,5,13050.0,1955,1.0,2,541324.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,1.0,4660420.0,2.0,2.0,1.0,1,12.0,803,6139,2.0,2.0,2.0,3090,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1,2.0,263719.0,1.0,2.0,1.0,2.0,700.0,6.0,1,2.0,1.0,276535.0,2.0,2.0,5.0,2.0,1.0,2.0,100.0,1,9.0,2.0,2.0,1.0,2.0,1.0
9356,1,1.0,2.0,1.0,1.0,1.0,1,2.0,2.0,9.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,2,1.0,2.0,100.0,750.0,99.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,500001,2.0,2.0,0.0,1.0,1.0,1,108878.0,1949,1.0,16,1260204.0,1,1.0,1.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,2.0,11464609.0,2.0,1.0,1.0,1,11.0,699,7011,2.0,2.0,2.0,3141,7.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1,1.0,696284.0,1.0,2.0,1.0,2.0,100.0,6.0,2,1.0,1.0,559568.0,1.0,2.0,5.0,2.0,1.0,1.0,100.0,1,8.0,1.0,2.0,1.0,1.0,1.0
9359,1,1.0,1.0,2.0,1.0,1.0,1,2.0,2.0,9.0,4.0,2.0,100.0,1.0,168.0,1.0,2.0,2,1.0,2.0,100.0,500.0,100.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,3.0,2.0,99.0,2.0,1,2.0,1,305000,2.0,2.0,0.0,6.0,2.0,1,62313.0,1973,1.0,16,1509092.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,7231588.0,2.0,1.0,1.0,1,6.0,3843,660,2.0,2.0,2.0,3144,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,2.0,732801.0,1.0,2.0,1.0,2.0,100.0,6.0,1,2.0,1.0,740623.0,2.0,2.0,5.0,2.0,1.0,2.0,100.0,1,7.0,2.0,2.0,1.0,2.0,2.0
9401,1,1.0,2.0,1.0,2.0,1.0,1,2.0,2.0,8.0,4.0,4.0,80.0,1.0,168.0,1.0,1.0,1,1.0,2.0,100.0,350.0,90.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,97.0,2.0,1,2.0,1,240000,2.0,2.0,10.0,2.0,1.0,1,11378.0,1960,1.0,2,607414.0,1,1.0,2.0,12.0,1.0,1.0,1,1.0,1.0,2.0,1.0,2.0,2.0,6967928.0,2.0,1.0,1.0,2,2.0,1079,4451,2.0,1.0,2.0,3192,7.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1,1.0,133799.0,1.0,2.0,1.0,2.0,65.0,6.0,2,1.0,2.0,472572.0,2.0,2.0,1.0,2.0,1.0,1.0,100.0,1,8.0,1.0,2.0,1.0,1.0,1.0
9423,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,5.0,4.0,4.0,10.0,1.0,70.0,1.0,2.0,2,1.0,2.0,100.0,40.0,85.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,80.0,2.0,1,2.0,1,29000,2.0,2.0,0.0,1.0,1.0,1,8330.0,1894,1.0,2,121083.0,1,1.0,1.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,186227.0,2.0,1.0,1.0,2,4.0,584,8091,2.0,2.0,2.0,3217,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,97955.0,1.0,2.0,1.0,2.0,30.0,6.0,2,2.0,2.0,23128.0,2.0,2.0,3.0,2.0,1.0,2.0,100.0,1,4.0,2.0,2.0,1.0,2.0,1.0
9441,1,1.0,1.0,2.0,1.0,1.0,1,2.0,2.0,10.0,4.0,4.0,80.0,1.0,168.0,1.0,2.0,1,1.0,2.0,100.0,2128.0,60.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,80.0,2.0,1,2.0,1,1600000,2.0,2.0,40.0,1.0,1.0,1,899238.0,1988,1.0,16,13672187.0,1,1.0,2.0,12.0,2.0,2.0,2,1.0,1.0,2.0,1.0,1.0,2.0,28527767.0,2.0,1.0,1.0,1,5.0,1148,2524,2.0,2.0,2.0,3239,7.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1,2.0,10575038.0,3.0,2.0,1.0,2.0,500.0,6.0,1,2.0,1.0,3011157.0,1.0,2.0,5.0,1.0,1.0,1.0,100.0,1,9.0,2.0,2.0,1.0,1.0,1.0
9452,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,7.0,3.0,1.0,100.0,1.0,80.0,1.0,2.0,2,1.0,2.0,100.0,120.0,90.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,70.0,2.0,1,2.0,1,126000,2.0,2.0,15.0,2.0,1.0,3,4491.0,1969,2.0,14,163344.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,0.0,1.0,1.0,1901017.0,2.0,2.0,1.0,1,4.0,1287,3385,2.0,2.0,2.0,3251,5.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,2.0,52810.0,1.0,2.0,1.0,2.0,20.0,6.0,2,2.0,1.0,109331.0,2.0,2.0,5.0,2.0,1.0,1.0,100.0,1,6.0,2.0,2.0,1.0,2.0,1.0
9458,1,1.0,2.0,2.0,2.0,1.0,1,2.0,2.0,10.0,4.0,2.0,90.0,2.0,55.0,1.0,1.0,2,1.0,2.0,90.0,1150.0,85.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,90.0,2.0,1,2.0,1,600000,2.0,2.0,0.0,1.0,1.0,9,13253.0,1940,1.0,2,763779.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,2.0,8236107.0,2.0,1.0,1.0,2,14.0,1218,4825,2.0,2.0,2.0,3258,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1.0,268776.0,1.0,2.0,1.0,2.0,1500.0,6.0,2,1.0,2.0,494703.0,2.0,1.0,6.0,2.0,1.0,1.0,100.0,1,9.0,2.0,2.0,1.0,2.0,1.0
9467,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,8.0,4.0,2.0,100.0,1.0,168.0,1.0,2.0,1,1.0,2.0,90.0,250.0,90.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,2.0,1,2.0,1,250000,2.0,2.0,5.0,1.0,2.0,1,28676.0,1951,1.0,16,759751.0,1,1.0,1.0,12.0,2.0,2.0,2,2.0,1.0,1.0,0.0,1.0,2.0,7246982.0,2.0,1.0,2.0,2,991.0,1579,3540,2.0,2.0,2.0,3270,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,337229.0,1.0,2.0,1.0,2.0,50.0,6.0,2,2.0,1.0,422522.0,2.0,2.0,5.0,2.0,1.0,2.0,99.0,1,6.0,2.0,1.0,1.0,2.0,1.0
9470,1,1.0,1.0,1.0,2.0,1.0,1,2.0,2.0,9.0,4.0,2.0,99.0,1.0,63.0,1.0,1.0,1,1.0,2.0,100.0,950.0,60.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,8.0,2.0,1.0,2.0,2.0,100.0,1.0,1,2.0,1,1500000,2.0,2.0,20.0,1.0,1.0,6,74463.0,1910,1.0,13,3246196.0,1,1.0,1.0,12.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,2.0,29562671.0,2.0,1.0,1.0,1,9.0,1292,4370,1.0,2.0,2.0,3273,5.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1,1.0,1515322.0,3.0,2.0,1.0,2.0,400.0,6.0,2,1.0,2.0,1714847.0,1.0,1.0,6.0,2.0,1.0,1.0,100.0,1,8.0,1.0,2.0,1.0,1.0,1.0
9491,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,7.0,4.0,2.0,100.0,1.0,105.0,1.0,2.0,2,1.0,2.0,100.0,100.0,100.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,100.0,2.0,2,2.0,1,48500,2.0,2.0,0.0,1.0,1.0,1,7097.0,1997,1.0,14,131787.0,1,1.0,2.0,12.0,2.0,1.0,2,2.0,2.0,2.0,1.0,1.0,2.0,783814.0,2.0,1.0,1.0,2,3.0,1123,4647,2.0,2.0,2.0,3296,6.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,2.0,83455.0,1.0,2.0,1.0,2.0,20.0,6.0,1,2.0,1.0,48332.0,2.0,2.0,5.0,2.0,1.0,2.0,100.0,1,7.0,1.0,2.0,1.0,2.0,1.0
9498,1,1.0,2.0,2.0,1.0,1.0,1,2.0,2.0,11.0,4.0,2.0,70.0,1.0,168.0,1.0,1.0,2,1.0,2.0,70.0,3000.0,80.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,2.0,1,2.0,1,1500000,2.0,2.0,5.0,6.0,1.0,1,274095.0,1976,1.0,16,5233790.0,1,1.0,2.0,12.0,2.0,2.0,1,1.0,2.0,2.0,1.0,1.0,2.0,33958689.0,2.0,1.0,1.0,1,10.0,1365,3751,2.0,2.0,2.0,3308,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,2.0,3223357.0,3.0,2.0,1.0,2.0,250.0,6.0,2,1.0,1.0,1977967.0,1.0,2.0,5.0,2.0,1.0,1.0,100.0,1,9.0,2.0,2.0,1.0,1.0,1.0
9515,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,5.0,4.0,1.0,100.0,1.0,96.0,1.0,2.0,2,1.0,2.0,100.0,40.0,85.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,85.0,2.0,1,2.0,1,73000,2.0,2.0,30.0,1.0,1.0,1,2602.0,1960,1.0,14,92949.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,1.0,1097534.0,2.0,1.0,1.0,2,3.0,1202,3744,2.0,2.0,2.0,3328,6.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,30596.0,1.0,2.0,1.0,2.0,20.0,6.0,2,2.0,2.0,62353.0,2.0,1.0,6.0,2.0,1.0,1.0,100.0,1,4.0,2.0,2.0,1.0,2.0,1.0
9520,1,1.0,2.0,2.0,2.0,1.0,1,2.0,2.0,7.0,4.0,1.0,100.0,1.0,168.0,1.0,2.0,1,1.0,2.0,100.0,100.0,35.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,100.0,2.0,1,1.0,1,320000,2.0,2.0,0.0,3.0,1.0,2,15168.0,1929,1.0,18,643601.0,1,1.0,2.0,12.0,2.0,1.0,1,2.0,1.0,1.0,1.0,1.0,2.0,6814540.0,2.0,1.0,1.0,1,991.0,1487,4315,2.0,2.0,2.0,3334,7.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,178376.0,1.0,2.0,2.0,2.0,30.0,6.0,2,1.0,2.0,430000.0,2.0,1.0,6.0,2.0,1.0,1.0,99.0,1,5.0,1.0,2.0,1.0,1.0,2.0
9526,1,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,7.0,4.0,4.0,20.0,2.0,60.0,1.0,1.0,2,1.0,2.0,100.0,140.0,100.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,100.0,2.0,1,2.0,1,205000,2.0,2.0,0.0,1.0,2.0,4,30363.0,1966,2.0,14,456771.0,1,1.0,2.0,9.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,743671.0,2.0,1.0,2.0,2,4.0,434,7189,2.0,2.0,2.0,3340,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1.0,357069.0,1.0,2.0,1.0,2.0,50.0,6.0,2,2.0,2.0,99702.0,2.0,2.0,1.0,2.0,1.0,1.0,100.0,1,5.0,2.0,2.0,1.0,1.0,1.0
9540,1,1.0,2.0,1.0,2.0,1.0,1,2.0,2.0,9.0,4.0,2.0,90.0,2.0,60.0,1.0,1.0,1,1.0,2.0,90.0,600.0,80.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,85.0,2.0,1,2.0,1,1600000,2.0,2.0,0.0,2.0,1.0,12,128539.0,2000,1.0,2,1329215.0,1,1.0,2.0,12.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,18599489.0,2.0,1.0,1.0,2,992.0,1675,4153,2.0,2.0,2.0,3357,4.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,298199.0,1.0,2.0,1.0,2.0,350.0,6.0,2,2.0,2.0,1029574.0,1.0,1.0,6.0,2.0,1.0,1.0,100.0,1,8.0,1.0,2.0,1.0,2.0,1.0
9567,1,1.0,2.0,2.0,1.0,2.0,1,1.0,2.0,6.0,2.0,1.0,55.0,2.0,60.0,1.0,2.0,2,1.0,2.0,55.0,80.0,95.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,7.0,2.0,1.0,2.0,2.0,50.0,2.0,2,2.0,1,44500,2.0,2.0,0.0,1.0,1.0,1,2748.0,2001,1.0,2,103409.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,487065.0,2.0,2.0,2.0,1,4.0,932,808,2.0,2.0,2.0,3390,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1,2.0,32316.0,1.0,2.0,1.0,2.0,20.0,6.0,1,2.0,1.0,70264.0,2.0,2.0,5.0,2.0,1.0,1.0,100.0,1,4.0,2.0,2.0,1.0,2.0,1.0
9573,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,7.0,3.0,4.0,87.0,1.0,78.0,1.0,2.0,1,1.0,2.0,90.0,110.0,95.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,70.0,2.0,1,2.0,1,162000,2.0,2.0,0.0,1.0,1.0,2,10629.0,1923,1.0,2,183149.0,1,1.0,1.0,11.0,2.0,2.0,2,2.0,1.0,2.0,1.0,1.0,2.0,737404.0,2.0,1.0,1.0,1,4.0,1412,4021,1.0,2.0,2.0,3396,5.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1,1.0,125000.0,1.0,2.0,1.0,2.0,50.0,6.0,2,1.0,2.0,56520.0,2.0,2.0,3.0,2.0,1.0,2.0,97.0,1,6.0,2.0,2.0,1.0,2.0,1.0
9592,1,1.0,2.0,1.0,1.0,1.0,1,2.0,2.0,10.0,4.0,4.0,100.0,1.0,168.0,1.0,2.0,2,1.0,2.0,100.0,1000.0,90.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,100.0,2.0,1,2.0,1,800000,2.0,2.0,25.0,1.0,1.0,1,219581.0,1973,1.0,16,4581057.0,1,1.0,1.0,12.0,2.0,1.0,1,2.0,2.0,2.0,1.0,1.0,2.0,18596834.0,2.0,1.0,1.0,1,13.0,678,6260,2.0,2.0,2.0,3420,7.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1,1.0,2582267.0,3.0,2.0,1.0,2.0,600.0,6.0,2,1.0,2.0,1977578.0,1.0,1.0,6.0,2.0,1.0,1.0,100.0,1,9.0,1.0,2.0,1.0,1.0,1.0
9621,1,1.0,2.0,2.0,1.0,2.0,1,2.0,1.0,5.0,4.0,1.0,100.0,1.0,60.0,1.0,2.0,2,1.0,2.0,100.0,30.0,90.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,100.0,2.0,1,2.0,1,15750,2.0,2.0,10.0,1.0,2.0,2,1515.0,1964,1.0,2,30170.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,176572.0,2.0,1.0,1.0,2,2.0,396,5370,2.0,2.0,2.0,3457,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,17817.0,1.0,1.0,1.0,2.0,6.0,6.0,2,2.0,2.0,12353.0,2.0,1.0,6.0,2.0,1.0,1.0,100.0,1,4.0,2.0,2.0,1.0,1.0,1.0
