,ELUSED,STHW,STDNRM,PKGCL,FACIL,COOK,DHUSED,ELNONLU,OTCLEQ,NWKERC,LOHRPC,PRNTYP,COOLP,OPNWE,WKHRS,FAX,ELCOOK,HT2,DHHT1,SOUSED,HEATP,NWKER,FLUORP,FURNAC,RFGEQP,CAPGEN,RCAC,OPEN24,RDCLNF,GOVOWN,CWUSED,ELMANU,MANU,RFCNS,COUSED,MAINT,WINTYP,EVAPCL,LTOHRP,HTPMPC,STUSED,DHCOOL,WATR,SQFT,BOILER,DHOTH,DAYLTP,WLCNS,SERVER,NOCC,DHCNS,YRCON,BULB,PBA,MFEXP,COOL,PCTERM,ACWNWL,MONUSE,PKGHT,AWN,FKUSED,SKYLT,ELHT2,SLFCON,FREESTN,ONEACT,ELWATR,ELCNS,OTLT,DHWATR,ELLOCUT,NGUSED,NFLOOR,CDD65,HDD65,HTPMPH,DHMANU,WOUSED,PUBID,WKHRSC,GENR,DHHT2,ELHT1,TRNGRM,TINT,RDHTNF,REFL,HT1,ELCOOL,DHEXP,WTHTEQ,OTUSED,COPIER,OTHTEQ,PRNTRN,MAINHT,HWUSED,HID,CHWT,ELEXP,DHCOOK,CHILLR,MAINCL,PRUSED,FLUOR,CFLR,STHWP,MFUSED,PCTRMC,HALO,ELOTSRC,OPNMF,HWTRM,OWNOCC
9639,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,6.0,4.0,2.0,90.0,2.0,60.0,1.0,2.0,2,1.0,2.0,100.0,75.0,95.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,98.0,2.0,1,2.0,1,35000,2.0,2.0,30.0,1.0,1.0,1,2000.0,1964,2.0,2,76255.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,1.0,843351.0,2.0,2.0,1.0,1,4.0,770,6341,2.0,2.0,2.0,3479,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,31638.0,1.0,2.0,1.0,2.0,15.0,6.0,2,1.0,2.0,44437.0,2.0,1.0,6.0,2.0,1.0,1.0,100.0,1,5.0,2.0,2.0,1.0,2.0,1.0
9697,1,1.0,2.0,1.0,1.0,2.0,1,2.0,2.0,9.0,4.0,2.0,95.0,2.0,50.0,1.0,2.0,2,1.0,2.0,100.0,530.0,100.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,2.0,1,2.0,1,325000,2.0,2.0,0.0,1.0,1.0,13,163085.0,1953,2.0,2,1803214.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,11181635.0,2.0,1.0,1.0,2,4.0,1201,3878,2.0,2.0,2.0,3543,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,919547.0,1.0,2.0,1.0,2.0,667.0,6.0,2,2.0,1.0,883667.0,2.0,2.0,5.0,2.0,1.0,2.0,100.0,1,8.0,2.0,2.0,1.0,2.0,2.0
9706,1,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,10.0,4.0,4.0,100.0,1.0,65.0,1.0,2.0,2,1.0,2.0,100.0,1189.0,75.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,90.0,1.0,1,2.0,1,600000,2.0,2.0,0.0,3.0,2.0,21,11700.0,1973,1.0,2,767317.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,0.0,1.0,1.0,10295970.0,2.0,1.0,1.0,2,992.0,980,5038,2.0,2.0,2.0,3554,5.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1,1.0,134942.0,3.0,2.0,1.0,2.0,1000.0,6.0,2,1.0,2.0,631413.0,2.0,1.0,6.0,1.0,1.0,1.0,100.0,1,9.0,2.0,2.0,1.0,2.0,2.0
9752,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,5.0,4.0,4.0,85.0,1.0,105.0,1.0,2.0,2,1.0,2.0,100.0,30.0,85.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,100.0,2.0,2,2.0,1,200000,2.0,2.0,0.0,3.0,1.0,1,11411.0,1998,1.0,13,273983.0,1,1.0,2.0,12.0,2.0,1.0,2,1.0,2.0,2.0,1.0,1.0,1.0,4206606.0,2.0,2.0,1.0,2,4.0,1948,3485,2.0,2.0,2.0,3611,6.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,2.0,71778.0,2.0,2.0,1.0,2.0,15.0,6.0,1,1.0,1.0,202205.0,2.0,2.0,5.0,2.0,1.0,1.0,100.0,1,5.0,2.0,2.0,1.0,2.0,1.0
9874,1,1.0,2.0,2.0,1.0,1.0,1,2.0,2.0,7.0,4.0,1.0,100.0,1.0,168.0,1.0,2.0,1,1.0,2.0,100.0,200.0,75.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,7.0,2.0,1.0,2.0,2.0,80.0,2.0,1,2.0,1,390000,2.0,2.0,30.0,1.0,1.0,1,89547.0,1992,1.0,16,2756830.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,1.0,2.0,0.0,1.0,2.0,13638348.0,2.0,1.0,1.0,1,5.0,422,1748,2.0,2.0,2.0,3762,7.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1,2.0,1053073.0,1.0,2.0,1.0,2.0,25.0,6.0,2,1.0,1.0,1689129.0,2.0,2.0,5.0,2.0,1.0,1.0,100.0,1,7.0,1.0,2.0,1.0,1.0,2.0
9876,1,1.0,2.0,2.0,2.0,1.0,1,2.0,2.0,8.0,4.0,2.0,74.0,2.0,60.0,1.0,2.0,2,1.0,2.0,100.0,325.0,70.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,96.0,2.0,2,2.0,1,270000,2.0,2.0,0.0,1.0,1.0,4,3956.0,1998,1.0,2,213405.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,2.0,2.0,1.0,1.0,2.0,2053145.0,2.0,1.0,1.0,1,8.0,642,5818,2.0,2.0,2.0,3764,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1,2.0,44117.0,1.0,2.0,1.0,2.0,150.0,6.0,1,2.0,1.0,162099.0,2.0,2.0,5.0,2.0,1.0,1.0,100.0,1,7.0,1.0,2.0,1.0,2.0,2.0
9882,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,7.0,4.0,4.0,90.0,1.0,63.0,1.0,2.0,2,1.0,2.0,100.0,125.0,100.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,95.0,2.0,1,2.0,1,128000,2.0,2.0,0.0,3.0,1.0,1,17822.0,2001,1.0,13,379981.0,1,1.0,2.0,12.0,2.0,1.0,2,1.0,2.0,2.0,1.0,1.0,1.0,2000000.0,2.0,2.0,1.0,2,5.0,294,4234,2.0,2.0,2.0,3771,5.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,209581.0,3.0,2.0,1.0,2.0,15.0,6.0,2,1.0,2.0,170400.0,2.0,1.0,6.0,2.0,1.0,1.0,100.0,1,7.0,1.0,2.0,1.0,2.0,1.0
9942,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,7.0,4.0,4.0,90.0,1.0,90.0,1.0,2.0,2,1.0,2.0,100.0,100.0,100.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,90.0,2.0,1,2.0,1,205000,2.0,2.0,25.0,2.0,1.0,2,30956.0,1966,1.0,14,477949.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,2778011.0,2.0,1.0,1.0,2,7.0,141,9028,2.0,2.0,2.0,3838,6.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,2.0,364037.0,1.0,2.0,1.0,2.0,40.0,6.0,2,2.0,1.0,113912.0,2.0,2.0,5.0,2.0,1.0,1.0,100.0,1,6.0,2.0,2.0,1.0,2.0,1.0
9968,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,4.0,4.0,1.0,60.0,1.0,81.0,1.0,2.0,2,1.0,2.0,100.0,15.0,100.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,80.0,2.0,1,2.0,1,50000,2.0,1.0,0.0,1.0,2.0,1,7032.0,1965,1.0,14,118875.0,1,1.0,1.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,474440.0,2.0,2.0,1.0,1,3.0,1234,3431,2.0,2.0,2.0,3867,5.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1.0,82696.0,1.0,2.0,1.0,2.0,6.0,6.0,1,2.0,2.0,35517.0,2.0,2.0,3.0,2.0,1.0,2.0,100.0,1,6.0,2.0,2.0,1.0,2.0,2.0
9994,1,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,4.0,4.0,3.0,100.0,2.0,40.0,1.0,2.0,2,1.0,2.0,100.0,11.0,90.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,3.0,2.0,100.0,2.0,1,2.0,1,7500,2.0,2.0,75.0,1.0,1.0,2,302.0,1939,1.0,2,14991.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,94532.0,2.0,1.0,1.0,2,4.0,846,5702,2.0,2.0,2.0,3900,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,5837.0,1.0,2.0,1.0,2.0,9.0,6.0,2,2.0,1.0,9154.0,2.0,2.0,5.0,2.0,1.0,2.0,100.0,1,2.0,2.0,2.0,1.0,2.0,1.0
10028,1,1.0,1.0,2.0,1.0,1.0,1,2.0,2.0,5.0,4.0,2.0,100.0,1.0,100.0,1.0,1.0,2,1.0,2.0,100.0,40.0,70.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,114000,2.0,2.0,20.0,1.0,1.0,6,16832.0,1970,1.0,13,246749.0,1,1.0,2.0,12.0,2.0,1.0,2,1.0,2.0,2.0,1.0,1.0,2.0,1283774.0,2.0,1.0,1.0,1,3.0,633,6227,2.0,2.0,2.0,3943,6.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1,2.0,197938.0,3.0,2.0,1.0,2.0,12.0,6.0,2,1.0,1.0,44932.0,1.0,2.0,5.0,1.0,1.0,1.0,100.0,1,6.0,1.0,2.0,1.0,1.0,1.0
10045,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,5.0,4.0,1.0,100.0,2.0,45.0,1.0,2.0,2,1.0,2.0,100.0,38.0,75.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,100.0,2.0,1,2.0,1,55000,2.0,2.0,0.0,1.0,2.0,2,7797.0,1968,1.0,14,148171.0,1,1.0,2.0,12.0,2.0,1.0,2,2.0,2.0,2.0,1.0,1.0,1.0,843178.0,2.0,1.0,1.0,2,2.0,1571,3652,2.0,2.0,2.0,3964,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1.0,91693.0,2.0,2.0,1.0,2.0,5.0,6.0,2,2.0,2.0,56478.0,2.0,1.0,6.0,2.0,1.0,1.0,100.0,1,5.0,2.0,2.0,1.0,2.0,1.0
10090,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,5.0,4.0,1.0,2.0,1.0,100.0,1.0,2.0,1,1.0,2.0,100.0,28.0,80.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,2.0,3.0,2.0,100.0,1.0,1,2.0,1,95000,2.0,2.0,0.0,1.0,2.0,1,14373.0,1970,1.0,13,235946.0,1,1.0,2.0,12.0,1.0,2.0,2,2.0,1.0,1.0,1.0,2.0,2.0,920485.0,2.0,1.0,1.0,2,3.0,299,6786,1.0,2.0,2.0,4015,6.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1,1.0,169026.0,1.0,2.0,1.0,2.0,15.0,6.0,2,1.0,2.0,66920.0,2.0,2.0,4.0,2.0,1.0,1.0,80.0,1,3.0,2.0,2.0,1.0,1.0,1.0
10095,1,2.0,1.0,1.0,1.0,2.0,1,2.0,2.0,7.0,4.0,2.0,100.0,2.0,70.0,1.0,2.0,1,1.0,2.0,100.0,110.0,70.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,3.0,2.0,100.0,2.0,2,2.0,1,51000,1.0,2.0,0.0,1.0,1.0,1,7158.0,1968,1.0,14,169371.0,1,1.0,1.0,12.0,2.0,2.0,2,2.0,1.0,2.0,1.0,1.0,2.0,1032875.0,2.0,2.0,1.0,1,3.0,1215,4712,2.0,2.0,2.0,4021,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1.0,84178.0,3.0,2.0,1.0,2.0,50.0,2.0,1,2.0,2.0,81511.0,2.0,2.0,3.0,2.0,1.0,2.0,-1.0,1,6.0,1.0,2.0,1.0,2.0,1.0
10096,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,6.0,3.0,2.0,100.0,1.0,60.0,1.0,2.0,1,1.0,2.0,100.0,85.0,90.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,60.0,2.0,1,2.0,1,168000,2.0,2.0,0.0,1.0,1.0,1,10341.0,1938,1.0,14,193041.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,1.0,1.0,1.0,1.0,1.0,1989819.0,2.0,1.0,1.0,2,5.0,1529,2958,2.0,2.0,2.0,4022,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,121606.0,3.0,2.0,1.0,2.0,40.0,6.0,2,2.0,1.0,71435.0,2.0,2.0,5.0,2.0,1.0,1.0,98.0,1,6.0,2.0,2.0,1.0,2.0,1.0
10112,1,1.0,1.0,1.0,1.0,2.0,1,2.0,2.0,6.0,4.0,1.0,95.0,1.0,98.0,1.0,2.0,1,1.0,2.0,100.0,75.0,90.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,90.0,1.0,1,2.0,1,178000,2.0,2.0,5.0,3.0,1.0,1,25587.0,1967,2.0,13,620583.0,1,1.0,2.0,12.0,1.0,1.0,2,1.0,1.0,2.0,1.0,1.0,2.0,3062065.0,2.0,1.0,1.0,1,14.0,892,5315,1.0,2.0,2.0,4044,6.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,300903.0,1.0,2.0,1.0,2.0,60.0,6.0,2,1.0,1.0,307190.0,2.0,2.0,5.0,2.0,1.0,1.0,78.0,1,7.0,1.0,2.0,1.0,2.0,1.0
10149,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,5.0,4.0,-1.0,80.0,2.0,60.0,1.0,2.0,2,1.0,2.0,100.0,33.0,100.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,85.0,2.0,1,2.0,1,62000,2.0,2.0,0.0,1.0,1.0,1,7598.0,1953,2.0,14,168872.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,572486.0,2.0,1.0,1.0,2,3.0,2259,1139,2.0,2.0,2.0,4084,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,89347.0,1.0,2.0,2.0,2.0,0.0,6.0,2,2.0,1.0,79525.0,2.0,2.0,5.0,2.0,1.0,1.0,100.0,1,3.0,2.0,2.0,1.0,2.0,1.0
10161,1,1.0,2.0,1.0,2.0,2.0,1,2.0,2.0,8.0,4.0,2.0,100.0,1.0,53.0,1.0,2.0,1,1.0,2.0,100.0,250.0,50.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,1,2.0,1,150000,2.0,2.0,0.0,3.0,1.0,8,7076.0,1983,1.0,2,413582.0,1,1.0,1.0,12.0,1.0,2.0,1,2.0,1.0,2.0,0.0,1.0,1.0,4953454.0,2.0,2.0,1.0,2,12.0,1425,4425,1.0,2.0,2.0,4097,4.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,83208.0,3.0,2.0,1.0,2.0,200.0,3.0,2,2.0,2.0,328755.0,2.0,1.0,1.0,2.0,1.0,1.0,50.0,1,8.0,2.0,2.0,1.0,2.0,2.0
10173,1,1.0,2.0,1.0,1.0,2.0,1,2.0,2.0,6.0,4.0,2.0,100.0,1.0,80.0,1.0,2.0,2,1.0,2.0,100.0,70.0,95.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,2.0,2,2.0,1,39000,2.0,2.0,0.0,1.0,2.0,1,5192.0,1974,1.0,14,111534.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,1014736.0,2.0,2.0,1.0,1,3.0,1611,3162,2.0,2.0,2.0,4112,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1.0,61052.0,1.0,2.0,1.0,2.0,5.0,6.0,1,2.0,1.0,49274.0,2.0,2.0,5.0,2.0,1.0,1.0,100.0,1,4.0,2.0,2.0,1.0,2.0,1.0
10177,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,5.0,4.0,2.0,100.0,1.0,55.0,2.0,2.0,2,1.0,2.0,100.0,20.0,75.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,100.0,2.0,1,2.0,2,16750,2.0,2.0,20.0,1.0,2.0,1,2265.0,1947,1.0,25,40598.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,177638.0,2.0,2.0,1.0,2,2.0,1113,3564,2.0,2.0,2.0,4116,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,2.0,26636.0,-1.0,2.0,1.0,2.0,2.0,6.0,2,2.0,1.0,13962.0,2.0,2.0,5.0,2.0,1.0,2.0,100.0,1,3.0,2.0,2.0,1.0,-1.0,2.0
10234,1,1.0,1.0,2.0,1.0,1.0,1,2.0,1.0,12.0,4.0,4.0,90.0,1.0,168.0,1.0,1.0,2,1.0,2.0,100.0,7500.0,99.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,90.0,2.0,1,1.0,1,1400000,2.0,2.0,0.0,1.0,1.0,3,372180.0,1973,2.0,16,7562092.0,1,1.0,1.0,12.0,2.0,1.0,1,2.0,2.0,2.0,1.0,1.0,2.0,32079225.0,2.0,1.0,1.0,1,991.0,896,5676,2.0,2.0,2.0,4189,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,4376837.0,3.0,2.0,1.0,2.0,750.0,6.0,2,1.0,1.0,3150696.0,1.0,1.0,5.0,2.0,1.0,1.0,100.0,1,10.0,1.0,2.0,1.0,1.0,1.0
10251,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,4.0,4.0,2.0,33.0,1.0,125.0,1.0,2.0,2,1.0,2.0,100.0,12.0,60.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,80.0,2.0,1,2.0,1,235000,2.0,2.0,0.0,8.0,1.0,2,35019.0,1982,1.0,13,552022.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,2.0,2745672.0,2.0,1.0,1.0,2,6.0,554,7853,2.0,2.0,2.0,4210,6.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,411823.0,1.0,2.0,1.0,2.0,3.0,6.0,2,1.0,2.0,140119.0,2.0,1.0,6.0,2.0,1.0,1.0,100.0,1,3.0,2.0,2.0,1.0,1.0,1.0
10313,1,1.0,2.0,-1.0,1.0,2.0,1,2.0,-1.0,2.0,2.0,-1.0,-1.0,1.0,70.0,2.0,2.0,2,1.0,2.0,100.0,1.0,75.0,2.0,2.0,2.0,-1.0,2.0,-1.0,1.0,2.0,2.0,2.0,6.0,2.0,2.0,1.0,-1.0,50.0,-1.0,1,2.0,1,12250,2.0,1.0,0.0,1.0,2.0,1,2033.0,1926,1.0,26,32314.0,2,1.0,-1.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,114306.0,2.0,1.0,1.0,2,2.0,744,7394,2.0,2.0,2.0,4286,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,23902.0,1.0,2.0,2.0,2.0,0.0,6.0,1,2.0,-1.0,8412.0,2.0,-1.0,-1.0,2.0,1.0,1.0,100.0,1,1.0,2.0,2.0,1.0,1.0,1.0
10315,1,1.0,2.0,2.0,1.0,2.0,1,1.0,2.0,5.0,4.0,1.0,100.0,1.0,168.0,1.0,2.0,2,1.0,2.0,100.0,37.0,100.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,17000,2.0,2.0,25.0,4.0,2.0,1,3146.0,1982,2.0,4,122025.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,909838.0,2.0,1.0,2.0,2,2.0,595,5792,2.0,2.0,2.0,4289,7.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,2.0,36992.0,1.0,2.0,1.0,2.0,37.0,6.0,2,2.0,1.0,85033.0,2.0,2.0,5.0,2.0,1.0,2.0,100.0,1,4.0,2.0,2.0,1.0,2.0,1.0
10324,1,1.0,2.0,2.0,2.0,1.0,1,2.0,2.0,11.0,4.0,2.0,70.0,2.0,60.0,1.0,1.0,2,1.0,2.0,70.0,2500.0,80.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,80.0,2.0,1,2.0,1,1500000,2.0,2.0,0.0,2.0,1.0,1,32003.0,1963,2.0,2,1803237.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,2.0,18008492.0,2.0,1.0,1.0,1,13.0,1193,4595,2.0,2.0,2.0,4299,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,2.0,648198.0,1.0,2.0,1.0,2.0,200.0,6.0,2,1.0,1.0,1143826.0,1.0,2.0,5.0,2.0,1.0,1.0,100.0,1,10.0,1.0,2.0,1.0,1.0,1.0
10335,1,1.0,2.0,1.0,1.0,2.0,1,2.0,2.0,7.0,3.0,1.0,100.0,1.0,80.0,1.0,2.0,1,1.0,2.0,100.0,175.0,98.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,60.0,2.0,2,2.0,1,180000,2.0,2.0,0.0,1.0,1.0,1,26723.0,1997,1.0,14,552845.0,1,1.0,2.0,12.0,1.0,2.0,2,2.0,1.0,2.0,1.0,2.0,1.0,3731670.0,2.0,1.0,2.0,2,8.0,516,6987,2.0,2.0,2.0,4310,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,1.0,314257.0,3.0,2.0,2.0,2.0,15.0,3.0,1,2.0,2.0,238588.0,2.0,1.0,1.0,2.0,1.0,1.0,100.0,1,7.0,2.0,1.0,1.0,2.0,1.0
10350,1,1.0,1.0,2.0,1.0,1.0,1,1.0,2.0,10.0,4.0,4.0,67.0,1.0,168.0,1.0,1.0,2,1.0,2.0,67.0,1038.0,67.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,95.0,2.0,1,2.0,1,700000,2.0,2.0,2.0,1.0,1.0,1,128900.0,1953,2.0,16,2686483.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,2.0,13542671.0,2.0,1.0,2.0,1,11.0,577,6471,2.0,2.0,2.0,4326,7.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1,1.0,1515858.0,1.0,2.0,1.0,2.0,200.0,6.0,2,1.0,2.0,1129645.0,2.0,1.0,6.0,2.0,1.0,2.0,100.0,1,9.0,2.0,2.0,1.0,1.0,1.0
10404,1,1.0,1.0,2.0,2.0,1.0,1,2.0,2.0,7.0,4.0,4.0,100.0,1.0,50.0,1.0,1.0,2,1.0,2.0,100.0,160.0,100.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,275000,2.0,2.0,50.0,6.0,1.0,1,13695.0,2002,1.0,14,400686.0,1,1.0,2.0,12.0,2.0,2.0,2,1.0,2.0,2.0,1.0,1.0,2.0,3774313.0,2.0,1.0,1.0,1,4.0,906,5768,2.0,2.0,2.0,4388,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,161053.0,1.0,2.0,1.0,2.0,15.0,6.0,2,1.0,2.0,237237.0,2.0,1.0,6.0,2.0,1.0,1.0,100.0,1,7.0,1.0,2.0,1.0,1.0,1.0
10409,1,1.0,2.0,2.0,1.0,1.0,1,2.0,2.0,10.0,4.0,1.0,100.0,1.0,168.0,1.0,1.0,2,1.0,2.0,100.0,1200.0,100.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,400000,2.0,2.0,0.0,5.0,1.0,1,100022.0,1985,1.0,16,2730194.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,0.0,1.0,2.0,37244561.0,2.0,2.0,1.0,1,8.0,1390,3805,2.0,2.0,2.0,4396,7.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1,2.0,1176253.0,3.0,2.0,1.0,2.0,100.0,6.0,2,2.0,1.0,1019811.0,2.0,2.0,5.0,2.0,1.0,1.0,100.0,1,8.0,2.0,2.0,1.0,1.0,2.0
10423,1,1.0,2.0,-1.0,1.0,1.0,1,2.0,-1.0,4.0,4.0,2.0,-1.0,1.0,50.0,1.0,1.0,2,1.0,2.0,100.0,10.0,30.0,2.0,1.0,1.0,-1.0,2.0,-1.0,1.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,-1.0,90.0,-1.0,1,2.0,1,260000,2.0,2.0,0.0,3.0,1.0,1,39201.0,1982,1.0,13,667817.0,2,1.0,-1.0,12.0,2.0,1.0,1,2.0,2.0,2.0,1.0,1.0,2.0,4911055.0,2.0,1.0,1.0,2,3.0,157,7237,2.0,2.0,2.0,4413,4.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1,2.0,461004.0,1.0,2.0,1.0,2.0,2.0,6.0,2,1.0,-1.0,206265.0,2.0,-1.0,-1.0,2.0,1.0,1.0,100.0,1,4.0,2.0,2.0,1.0,1.0,1.0
