,ELUSED,NGCNS,STHW,STDNRM,NGSRC,PKGCL,FACIL,FKHT2,COOK,DHUSED,ELNONLU,OTCLEQ,NWKERC,LOHRPC,PRNTYP,COOLP,OPNWE,WKHRS,FAX,ELCOOK,HT2,FKHT1,SOUSED,HEATP,NWKER,NGMANU,FLUORP,NGCOOL,FURNAC,RFGEQP,CAPGEN,RCAC,NGGENR,NGHT2,OPEN24,RDCLNF,FKEXP,GOVOWN,CWUSED,FKCOOL,FKCNS,ELMANU,NGWATR,MANU,RFCNS,COUSED,MAINT,WINTYP,EVAPCL,NGHT1,LTOHRP,HTPMPC,STUSED,WATR,SQFT,BOILER,DAYLTP,WLCNS,FKGENR,SERVER,NOCC,YRCON,BULB,PBA,MFEXP,COOL,PCTERM,ACWNWL,MONUSE,PKGHT,AWN,FKUSED,SKYLT,ELHT2,SLFCON,FREESTN,NGEXP,NGCOOK,ONEACT,ELWATR,ELCNS,OTLT,ELLOCUT,NGUSED,NFLOOR,CDD65,HDD65,HTPMPH,WOUSED,PUBID,FKMANU,WKHRSC,GENR,ELHT1,TRNGRM,TINT,RDHTNF,REFL,HT1,ELCOOL,WTHTEQ,OTUSED,COPIER,OTHTEQ,PRNTRN,MAINHT,HWUSED,HID,FKTYPE,CHWT,ELEXP,CHILLR,MAINCL,PRUSED,FLUOR,FKWATR,CFLR,FKCOOK,MFUSED,PCTRMC,HALO,ELOTSRC,OPNMF,HWTRM,OWNOCC
371,1,388276.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2,2.0,2.0,7.0,4.0,2.0,98.0,1.0,168.0,1.0,1.0,1,2.0,2.0,100.0,200.0,2.0,97.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,393.0,1.0,2.0,2.0,99.0,2.0,1.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,98.0,2.0,2,1,180000,1.0,1.0,1.0,1.0,1.0,9,1968,1.0,16,424424.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,1.0,1.0,1.0,228457.0,1.0,1.0,2.0,4189702.0,2.0,1.0,1,2.0,1133,6002,2.0,2.0,372,2.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,1,1.0,3.0,2.0,1.0,2.0,100.0,3.0,2,2.0,2.0,2.0,195574.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,7.0,1.0,2.0,1.0,1.0,2.0
379,1,132686.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,7.0,4.0,1.0,25.0,2.0,65.0,1.0,2.0,1,2.0,2.0,100.0,125.0,2.0,80.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,960.0,2.0,2.0,2.0,300.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,80.0,2.0,2,1,120000,2.0,10.0,3.0,1.0,1.0,1,1983,1.0,5,139053.0,1,1.0,2.0,12.0,1.0,2.0,1,1.0,1.0,2.0,1.0,84213.0,2.0,1.0,2.0,545945.0,2.0,1.0,1,2.0,1307,4098,2.0,2.0,380,2.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,1,1.0,2.0,2.0,1.0,2.0,18.0,2.0,2,2.0,2.0,2.0,53880.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,5.0,1.0,2.0,1.0,2.0,1.0
388,1,392049.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2,1.0,2.0,9.0,3.0,2.0,90.0,1.0,168.0,1.0,2.0,2,2.0,2.0,90.0,500.0,2.0,70.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4370.0,2.0,2.0,2.0,989.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,75.0,2.0,2,1,440000,1.0,15.0,1.0,1.0,1.0,2,2006,2.0,14,1088092.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,2.0,2.0,1.0,323148.0,2.0,1.0,2.0,5152248.0,2.0,2.0,1,11.0,788,6295,2.0,2.0,389,2.0,7.0,1.0,2.0,2.0,2.0,1.0,2.0,1,2.0,2.0,2.0,1.0,2.0,75.0,3.0,2,2.0,1.0,2.0,760574.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,8.0,1.0,2.0,1.0,1.0,3.0
418,1,129304.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,8.0,2.0,2.0,90.0,1.0,46.0,1.0,2.0,2,2.0,2.0,100.0,287.0,2.0,100.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1823.0,2.0,2.0,2.0,501.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,45.0,2.0,2,1,166000,1.0,15.0,5.0,1.0,1.0,19,1976,1.0,2,336962.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,103308.0,2.0,1.0,2.0,2628244.0,2.0,1.0,1,7.0,19,8823,2.0,2.0,419,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1,1.0,1.0,2.0,1.0,2.0,220.0,3.0,2,2.0,4.0,2.0,231831.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,6.0,2.0,2.0,1.0,2.0,3.0
428,1,6544.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2,2.0,2.0,4.0,4.0,2.0,85.0,1.0,168.0,1.0,2.0,2,2.0,2.0,85.0,10.0,2.0,90.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4055.0,2.0,2.0,2.0,1212.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,85.0,2.0,2,1,65000,1.0,0.0,1.0,1.0,1.0,1,1993,1.0,2,46118.0,1,1.0,2.0,12.0,1.0,1.0,1,2.0,2.0,2.0,0.0,23026.0,1.0,1.0,2.0,231038.0,2.0,1.0,1,2.0,1215,4588,2.0,2.0,429,2.0,7.0,1.0,2.0,2.0,2.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,5.0,3.0,2,2.0,9.0,2.0,19037.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,1.0
471,1,492135.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2,1.0,2.0,10.0,4.0,2.0,90.0,1.0,168.0,1.0,2.0,1,2.0,2.0,100.0,1200.0,2.0,85.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,90.0,2.0,2,1,390000,1.0,0.0,1.0,1.0,2.0,1,1956,1.0,16,1794881.0,1,1.0,2.0,12.0,2.0,2.0,1,1.0,2.0,2.0,1.0,479954.0,1.0,1.0,2.0,11248445.0,2.0,2.0,1,9.0,2218,3082,2.0,2.0,472,2.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,1,1.0,1.0,2.0,1.0,2.0,500.0,3.0,2,1.0,2.0,2.0,1314927.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,8.0,2.0,2.0,1.0,1.0,1.0
499,1,472884.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2,2.0,2.0,10.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,1,2.0,2.0,100.0,1800.0,2.0,100.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,493.0,2.0,2.0,2.0,44.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,100.0,1.0,2,1,1000000,1.0,50.0,1.0,1.0,1.0,1,2003,1.0,16,2193267.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,1.0,1.0,1.0,224280.0,1.0,1.0,2.0,24778300.0,2.0,1.0,1,10.0,357,6398,1.0,2.0,500,2.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,1,1.0,3.0,2.0,1.0,2.0,100.0,3.0,2,2.0,1.0,2.0,1968494.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1,6.0,2.0,2.0,1.0,1.0,1.0
502,1,576616.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2,2.0,2.0,10.0,4.0,4.0,100.0,1.0,168.0,1.0,1.0,1,2.0,2.0,100.0,1782.0,2.0,85.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,35215.0,1.0,2.0,2.0,10519.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,600000,1.0,10.0,1.0,1.0,1.0,2,1999,1.0,16,2844271.0,1,1.0,2.0,12.0,1.0,2.0,1,1.0,1.0,2.0,1.0,473438.0,1.0,1.0,2.0,25448893.0,2.0,1.0,1,4.0,3077,845,2.0,2.0,503,2.0,7.0,1.0,2.0,1.0,2.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,802.0,3.0,2,2.0,9.0,2.0,2335618.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,9.0,1.0,2.0,1.0,1.0,1.0
520,1,286545.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2,2.0,2.0,8.0,4.0,4.0,100.0,1.0,168.0,1.0,1.0,1,2.0,2.0,100.0,400.0,2.0,95.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,55591.0,1.0,2.0,1.0,16243.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,198000,1.0,3.0,1.0,1.0,1.0,2,2000,1.0,16,569983.0,1,1.0,1.0,12.0,2.0,1.0,1,2.0,1.0,1.0,1.0,153088.0,1.0,1.0,2.0,5378293.0,2.0,1.0,1,5.0,1666,3799,1.0,2.0,521,2.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,1,1.0,1.0,2.0,1.0,2.0,250.0,3.0,2,2.0,1.0,2.0,361304.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1,7.0,2.0,2.0,1.0,1.0,3.0
527,1,5100.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,8.0,3.0,2.0,8.0,2.0,40.0,1.0,2.0,2,2.0,2.0,8.0,320.0,2.0,100.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,122.0,2.0,2.0,2.0,32.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,60.0,2.0,2,1,300000,2.0,0.0,3.0,1.0,1.0,1,1984,2.0,5,195118.0,1,1.0,2.0,12.0,1.0,2.0,1,1.0,2.0,2.0,1.0,3099.0,2.0,1.0,2.0,1546553.0,2.0,1.0,1,2.0,1986,932,2.0,2.0,528,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1,1.0,3.0,2.0,1.0,2.0,100.0,2.0,2,2.0,9.0,2.0,191897.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,7.0,2.0,2.0,1.0,2.0,1.0
534,1,674987.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2,2.0,2.0,9.0,4.0,2.0,98.0,1.0,168.0,1.0,1.0,1,2.0,2.0,99.0,800.0,2.0,95.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,90.0,2.0,2,1,430000,1.0,10.0,1.0,1.0,1.0,2,1999,1.0,16,1334440.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,344805.0,1.0,1.0,2.0,11901370.0,2.0,1.0,1,6.0,1799,2844,2.0,2.0,535,2.0,7.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1.0,1.0,2.0,1.0,2.0,500.0,3.0,2,1.0,1.0,2.0,989635.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,8.0,1.0,2.0,1.0,1.0,3.0
566,1,11463.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,5.0,4.0,2.0,10.0,2.0,110.0,1.0,2.0,1,2.0,2.0,10.0,45.0,2.0,100.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,8883.0,2.0,2.0,2.0,2607.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,142000,2.0,0.0,5.0,1.0,2.0,1,1987,1.0,5,76755.0,1,1.0,1.0,12.0,1.0,2.0,1,2.0,1.0,1.0,1.0,7322.0,2.0,1.0,1.0,862408.0,2.0,1.0,1,1.0,770,8491,2.0,2.0,567,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1,1.0,3.0,2.0,1.0,2.0,19.0,2.0,2,2.0,2.0,2.0,60550.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1,4.0,2.0,2.0,1.0,2.0,1.0
573,1,16211.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2,2.0,2.0,8.0,3.0,2.0,80.0,1.0,45.0,1.0,1.0,1,2.0,2.0,90.0,370.0,2.0,90.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1199.0,2.0,2.0,2.0,374.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,70.0,1.0,2,1,172000,1.0,5.0,1.0,1.0,1.0,21,1982,2.0,2,424195.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,1.0,2.0,1.0,19689.0,1.0,1.0,1.0,3589802.0,2.0,1.0,1,994.0,1407,4084,1.0,2.0,574,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1,1.0,3.0,2.0,1.0,2.0,50.0,2.0,2,2.0,2.0,2.0,403307.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1,9.0,2.0,2.0,1.0,1.0,2.0
590,1,653805.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2,2.0,2.0,10.0,4.0,1.0,90.0,1.0,168.0,1.0,2.0,2,2.0,2.0,90.0,2405.0,2.0,75.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,29239.0,2.0,2.0,2.0,8007.0,2.0,1.0,2.0,6.0,2.0,1.0,3.0,2.0,1.0,98.0,2.0,2,1,700000,1.0,40.0,2.0,1.0,1.0,1,1974,2.0,16,1768166.0,1,1.0,2.0,12.0,1.0,2.0,1,1.0,2.0,2.0,1.0,368000.0,1.0,1.0,2.0,21235376.0,2.0,1.0,1,7.0,2905,2502,2.0,2.0,591,2.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,2.0,100.0,3.0,2,2.0,2.0,2.0,1370927.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,9.0,2.0,2.0,1.0,1.0,1.0
610,1,8995595.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2,1.0,2.0,12.0,4.0,4.0,100.0,1.0,168.0,1.0,1.0,1,2.0,2.0,100.0,6500.0,2.0,65.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,366960.0,2.0,2.0,2.0,124279.0,2.0,1.0,2.0,6.0,2.0,1.0,3.0,2.0,1.0,85.0,1.0,2,1,1500000,1.0,10.0,1.0,1.0,1.0,7,1970,1.0,16,31971732.0,1,1.0,1.0,12.0,2.0,1.0,1,1.0,1.0,1.0,0.0,6404670.0,1.0,1.0,2.0,159065788.0,2.0,2.0,1,995.0,1249,3806,1.0,2.0,611,2.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,1,1.0,3.0,2.0,1.0,2.0,2500.0,3.0,2,1.0,4.0,2.0,25200102.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1,10.0,1.0,1.0,1.0,1.0,3.0
612,1,193666.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2,2.0,2.0,9.0,4.0,4.0,100.0,1.0,109.0,1.0,2.0,2,2.0,2.0,100.0,500.0,2.0,90.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,117.0,2.0,2.0,2.0,29.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,150000,1.0,0.0,1.0,1.0,1.0,1,1994,1.0,8,466188.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,95903.0,2.0,1.0,2.0,5874092.0,2.0,1.0,1,5.0,3077,2216,2.0,2.0,613,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,1,1.0,3.0,2.0,2.0,2.0,50.0,3.0,2,1.0,2.0,2.0,370168.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,8.0,1.0,2.0,1.0,2.0,2.0
613,1,225428.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2,2.0,2.0,8.0,3.0,4.0,100.0,1.0,168.0,2.0,2.0,2,2.0,2.0,100.0,300.0,2.0,70.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,260.0,2.0,2.0,2.0,70.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,75.0,2.0,2,1,160000,1.0,30.0,1.0,1.0,2.0,1,1974,1.0,14,691809.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,2.0,2.0,0.0,145067.0,2.0,1.0,2.0,4610830.0,2.0,1.0,1,4.0,1330,5070,2.0,2.0,614,2.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,2.0,40.0,3.0,2,2.0,1.0,2.0,546482.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,7.0,1.0,2.0,1.0,2.0,1.0
615,1,43861.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2,2.0,2.0,5.0,4.0,2.0,25.0,1.0,147.0,1.0,2.0,2,2.0,2.0,100.0,49.0,2.0,95.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,5787.0,1.0,2.0,2.0,1928.0,2.0,1.0,2.0,6.0,2.0,1.0,3.0,2.0,1.0,95.0,2.0,2,1,160000,1.0,10.0,3.0,1.0,1.0,1,2009,2.0,26,200421.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,2.0,1.0,1.0,33284.0,2.0,1.0,2.0,2331778.0,2.0,1.0,1,2.0,2026,3073,2.0,2.0,616,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,3.0,6.0,2,1.0,2.0,2.0,161350.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1,4.0,2.0,2.0,1.0,2.0,1.0
621,1,15833.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2,2.0,2.0,6.0,4.0,1.0,75.0,2.0,40.0,1.0,2.0,2,2.0,2.0,90.0,50.0,2.0,90.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4516.0,1.0,2.0,2.0,1333.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,95.0,2.0,2,1,73000,1.0,10.0,1.0,1.0,1.0,1,1968,1.0,14,96632.0,1,1.0,2.0,12.0,2.0,2.0,1,1.0,2.0,2.0,1.0,20270.0,1.0,1.0,2.0,681697.0,2.0,1.0,1,2.0,1509,3859,2.0,2.0,622,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1.0,1.0,2.0,1.0,2.0,15.0,3.0,2,2.0,1.0,2.0,71846.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,5.0,1.0,2.0,1.0,2.0,1.0
624,1,5956.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2,2.0,2.0,8.0,4.0,4.0,85.0,2.0,50.0,1.0,2.0,2,2.0,2.0,100.0,300.0,2.0,25.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,675.0,1.0,2.0,2.0,166.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,85.0,2.0,2,1,160000,1.0,0.0,1.0,1.0,1.0,2,1998,1.0,7,155465.0,1,1.0,2.0,12.0,2.0,1.0,1,2.0,2.0,2.0,0.0,4805.0,2.0,1.0,2.0,1603336.0,2.0,1.0,1,5.0,1745,3663,2.0,2.0,625,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1,1.0,1.0,2.0,1.0,2.0,24.0,3.0,2,1.0,2.0,2.0,149985.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,7.0,1.0,2.0,1.0,2.0,3.0
629,1,296324.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2,2.0,2.0,7.0,4.0,1.0,100.0,1.0,168.0,1.0,2.0,1,2.0,1.0,100.0,200.0,2.0,90.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2151.0,2.0,2.0,2.0,757.0,2.0,1.0,2.0,6.0,2.0,1.0,3.0,1.0,1.0,100.0,2.0,2,1,400000,1.0,80.0,6.0,1.0,1.0,10,1961,1.0,18,769704.0,1,1.0,2.0,12.0,2.0,1.0,1,2.0,1.0,1.0,1.0,204358.0,1.0,1.0,2.0,4787565.0,2.0,1.0,1,11.0,997,3903,2.0,2.0,630,2.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,2.0,15.0,3.0,2,1.0,9.0,2.0,563195.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,6.0,1.0,2.0,1.0,1.0,3.0
638,1,112399.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2,2.0,2.0,7.0,2.0,2.0,100.0,1.0,168.0,1.0,2.0,2,2.0,2.0,100.0,100.0,2.0,100.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,26.0,1.0,2.0,2.0,8.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,2.0,1.0,42.0,1.0,2,1,285000,1.0,0.0,2.0,2.0,1.0,1,1975,2.0,5,661720.0,1,1.0,1.0,12.0,2.0,2.0,1,2.0,2.0,1.0,1.0,58615.0,2.0,1.0,2.0,6852986.0,2.0,1.0,1,2.0,1187,5549,1.0,2.0,639,2.0,7.0,2.0,2.0,1.0,2.0,1.0,2.0,1,1.0,2.0,2.0,1.0,2.0,30.0,3.0,2,2.0,9.0,2.0,603079.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1,5.0,2.0,2.0,1.0,2.0,1.0
647,1,291835.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2,2.0,2.0,7.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,2,2.0,2.0,100.0,240.0,2.0,100.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,245000,1.0,20.0,1.0,1.0,1.0,1,1997,1.0,16,614855.0,1,1.0,1.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,193935.0,2.0,1.0,2.0,5850256.0,2.0,1.0,1,4.0,1272,4559,2.0,2.0,648,2.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,1,1.0,1.0,2.0,1.0,2.0,110.0,3.0,2,1.0,2.0,2.0,420920.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,8.0,2.0,2.0,1.0,1.0,1.0
659,1,186312.0,2.0,2.0,9.0,2.0,1.0,2.0,1.0,2,2.0,2.0,4.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,2,2.0,2.0,100.0,12.0,2.0,45.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,17934.0,2.0,2.0,2.0,5345.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,290000,1.0,0.0,1.0,1.0,1.0,1,1989,1.0,18,964974.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,203240.0,2.0,1.0,2.0,6901236.0,2.0,1.0,1,11.0,1834,3368,2.0,2.0,660,2.0,7.0,1.0,2.0,2.0,2.0,1.0,1.0,1,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2,2.0,1.0,2.0,743800.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,8.0,2.0,2.0,1.0,1.0,1.0
681,1,247877.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2,2.0,2.0,6.0,4.0,2.0,100.0,1.0,168.0,1.0,2.0,1,2.0,2.0,100.0,80.0,2.0,95.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3934.0,2.0,2.0,2.0,1230.0,2.0,2.0,2.0,6.0,2.0,1.0,3.0,2.0,1.0,100.0,2.0,2,1,500000,1.0,70.0,1.0,1.0,1.0,1,1949,1.0,8,368806.0,1,1.0,2.0,12.0,2.0,1.0,1,2.0,1.0,1.0,1.0,119308.0,2.0,1.0,1.0,2938926.0,2.0,1.0,1,5.0,440,6441,2.0,2.0,682,2.0,7.0,1.0,2.0,1.0,2.0,2.0,1.0,1,1.0,1.0,2.0,1.0,2.0,10.0,3.0,2,2.0,1.0,2.0,245564.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,6.0,2.0,2.0,1.0,1.0,1.0
682,1,37540.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2,2.0,2.0,7.0,4.0,2.0,100.0,1.0,168.0,1.0,2.0,2,2.0,2.0,100.0,138.0,2.0,75.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4083.0,2.0,2.0,2.0,1190.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,64000,1.0,0.0,1.0,1.0,1.0,1,1978,1.0,17,176317.0,1,1.0,1.0,12.0,2.0,1.0,1,2.0,2.0,2.0,1.0,41314.0,1.0,1.0,2.0,940582.0,2.0,1.0,1,3.0,1017,4105,2.0,2.0,683,2.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1.0,1.0,2.0,1.0,2.0,30.0,3.0,2,1.0,2.0,2.0,130920.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1,4.0,1.0,2.0,1.0,1.0,1.0
701,1,178005.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2,2.0,2.0,9.0,4.0,4.0,100.0,1.0,77.0,1.0,2.0,1,2.0,2.0,100.0,500.0,2.0,25.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1162.0,2.0,2.0,2.0,333.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,100.0,2.0,2,1,1400000,2.0,25.0,5.0,1.0,1.0,995,1985,2.0,24,3630657.0,1,1.0,2.0,12.0,1.0,2.0,1,1.0,1.0,2.0,0.0,178569.0,1.0,1.0,1.0,30285740.0,2.0,1.0,1,1.0,1466,4133,2.0,2.0,702,2.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,3.0,2.0,1.0,2.0,100.0,2.0,2,1.0,2.0,2.0,3450926.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,7.0,2.0,2.0,1.0,1.0,3.0
