,ELUSED,NGCNS,STHW,STDNRM,NGSRC,PKGCL,FACIL,FKHT2,COOK,DHUSED,ELNONLU,OTCLEQ,NWKERC,LOHRPC,PRNTYP,COOLP,OPNWE,WKHRS,FAX,ELCOOK,HT2,FKHT1,SOUSED,HEATP,NWKER,NGMANU,FLUORP,NGCOOL,FURNAC,RFGEQP,CAPGEN,RCAC,NGGENR,NGHT2,OPEN24,RDCLNF,FKEXP,GOVOWN,CWUSED,FKCOOL,FKCNS,ELMANU,NGWATR,MANU,RFCNS,COUSED,MAINT,WINTYP,EVAPCL,NGHT1,LTOHRP,HTPMPC,STUSED,WATR,SQFT,BOILER,DAYLTP,WLCNS,FKGENR,SERVER,NOCC,YRCON,BULB,PBA,MFEXP,COOL,PCTERM,ACWNWL,MONUSE,PKGHT,AWN,FKUSED,SKYLT,ELHT2,SLFCON,FREESTN,NGEXP,NGCOOK,ONEACT,ELWATR,ELCNS,OTLT,ELLOCUT,NGUSED,NFLOOR,CDD65,HDD65,HTPMPH,WOUSED,PUBID,FKMANU,WKHRSC,GENR,ELHT1,TRNGRM,TINT,RDHTNF,REFL,HT1,ELCOOL,WTHTEQ,OTUSED,COPIER,OTHTEQ,PRNTRN,MAINHT,HWUSED,HID,FKTYPE,CHWT,ELEXP,CHILLR,MAINCL,PRUSED,FLUOR,FKWATR,CFLR,FKCOOK,MFUSED,PCTRMC,HALO,ELOTSRC,OPNMF,HWTRM,OWNOCC
10205,1,39162.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2,2.0,2.0,7.0,4.0,2.0,100.0,2.0,55.0,1.0,2.0,2,2.0,2.0,100.0,150.0,2.0,90.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,479.0,2.0,2.0,2.0,344.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,100.0,2.0,2,1,39500,1.0,10.0,2.0,1.0,1.0,1,1989,2.0,4,195590.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,2.0,2.0,1.0,29501.0,2.0,1.0,2.0,1413254.0,2.0,1.0,1,1.0,503,1998,2.0,2.0,4153,2.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,25.0,2.0,2,2.0,2.0,2.0,165610.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,6.0,2.0,2.0,1.0,2.0,2.0
10220,1,488395.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2.0,10.0,4.0,1.0,60.0,1.0,168.0,1.0,2.0,1,2.0,2.0,100.0,1600.0,1.0,65.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,10000.0,2.0,2.0,2.0,6500.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,80.0,2.0,2,1,1000000,1.0,0.0,3.0,2.0,2.0,25,1920,1.0,91,800178.0,1,1.0,1.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,304867.0,1.0,2.0,1.0,2807476.0,2.0,1.0,1,11.0,1164,4714,2.0,2.0,4168,2.0,7.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,2.0,2.0,1.0,2.0,100.0,2.0,2,1.0,2.0,2.0,485311.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1,7.0,2.0,2.0,1.0,1.0,2.0
10224,1,183104.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2,2.0,2.0,10.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,2,2.0,2.0,100.0,2000.0,2.0,90.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4378.0,2.0,2.0,2.0,3807.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,500001,1.0,0.0,2.0,1.0,1.0,2,1980,1.0,16,949964.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,2.0,2.0,1.0,43113.0,1.0,1.0,2.0,18971128.0,2.0,1.0,1,6.0,2128,2551,2.0,2.0,4173,2.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,1,1.0,1.0,2.0,1.0,2.0,2000.0,2.0,2,2.0,2.0,2.0,902473.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,10.0,2.0,2.0,1.0,1.0,1.0
10239,1,187636.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2,2.0,2.0,9.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,1,2.0,2.0,100.0,800.0,2.0,90.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,21276.0,2.0,2.0,2.0,18821.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,100.0,1.0,2,1,285000,1.0,5.0,1.0,1.0,1.0,2,1984,1.0,16,1296809.0,1,1.0,1.0,12.0,1.0,2.0,1,1.0,1.0,1.0,1.0,222845.0,1.0,1.0,2.0,8587976.0,2.0,1.0,1,11.0,1157,5791,1.0,2.0,4196,2.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,1,1.0,3.0,2.0,1.0,2.0,50.0,2.0,2,1.0,4.0,2.0,1052688.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,6.0,1.0,2.0,1.0,1.0,2.0
10241,1,6518.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,8.0,4.0,4.0,100.0,1.0,56.0,1.0,2.0,1,2.0,2.0,75.0,300.0,2.0,75.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,443.0,2.0,2.0,2.0,317.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,78.0,2.0,2,1,99000,1.0,0.0,1.0,1.0,1.0,75,1929,1.0,2,194003.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,1.0,1.0,1.0,5530.0,2.0,1.0,2.0,1725049.0,2.0,1.0,1,10.0,2238,1053,2.0,2.0,4198,2.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,100.0,2.0,2,2.0,2.0,2.0,188030.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,6.0,1.0,2.0,1.0,2.0,2.0
10250,1,804.0,2.0,2.0,9.0,1.0,2.0,2.0,2.0,2,9.0,2.0,6.0,4.0,4.0,100.0,1.0,102.0,1.0,2.0,1,2.0,2.0,100.0,72.0,2.0,25.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,357.0,2.0,2.0,2.0,325.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,100.0,2.0,2,1,130000,2.0,0.0,2.0,1.0,1.0,1,1998,2.0,25,282312.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,1.0,2.0,1.0,1056.0,2.0,1.0,1.0,4205320.0,2.0,9.0,1,1.0,4176,569,2.0,2.0,4209,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,33.0,1.0,2,1.0,1.0,2.0,280899.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,4.0,2.0,9.0,1.0,2.0,1.0
10254,1,204939.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2,2.0,2.0,9.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,1,2.0,2.0,100.0,982.0,2.0,90.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,26278.0,2.0,2.0,2.0,26071.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,95.0,2.0,2,1,280000,1.0,25.0,1.0,1.0,1.0,14,1997,1.0,16,686894.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,1.0,1.0,1.0,117874.0,1.0,1.0,1.0,9999396.0,2.0,1.0,1,5.0,1497,2703,2.0,2.0,4213,2.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,1,1.0,2.0,2.0,1.0,2.0,100.0,2.0,2,2.0,2.0,2.0,542742.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,1,8.0,2.0,2.0,1.0,1.0,1.0
10272,1,176651.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2,2.0,2.0,7.0,4.0,1.0,95.0,2.0,45.0,1.0,1.0,2,2.0,2.0,100.0,175.0,2.0,70.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,450.0,1.0,2.0,2.0,300.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,148000,1.0,0.0,1.0,1.0,1.0,1,1982,1.0,2,348267.0,1,1.0,2.0,12.0,2.0,2.0,1,1.0,2.0,2.0,1.0,134430.0,2.0,2.0,2.0,3430874.0,2.0,1.0,1,2.0,915,6014,2.0,2.0,4236,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1.0,1.0,2.0,1.0,2.0,12.0,2.0,2,1.0,2.0,2.0,213387.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,6.0,1.0,2.0,1.0,1.0,1.0
10280,1,41172.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,8.0,4.0,2.0,100.0,1.0,60.0,1.0,2.0,2,2.0,2.0,100.0,250.0,2.0,95.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4269.0,2.0,2.0,2.0,3203.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,45000,1.0,0.0,1.0,1.0,1.0,2,1995,1.0,2,78394.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,32574.0,2.0,1.0,2.0,1105928.0,2.0,1.0,1,2.0,605,8900,2.0,2.0,4245,2.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,30.0,2.0,2,2.0,2.0,2.0,41551.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,6.0,2.0,2.0,1.0,2.0,2.0
10283,1,58757.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2,2.0,2.0,7.0,4.0,1.0,95.0,1.0,72.0,1.0,2.0,1,2.0,2.0,95.0,146.0,2.0,90.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,26548.0,1.0,2.0,2.0,34001.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,130000,1.0,0.0,1.0,2.0,1.0,1,1905,1.0,14,253789.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,0.0,42587.0,2.0,1.0,2.0,2754170.0,2.0,1.0,1,5.0,1449,3987,2.0,2.0,4248,2.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,50.0,2.0,2,2.0,1.0,2.0,184654.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,6.0,2.0,2.0,1.0,2.0,1.0
10287,1,492102.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1,2.0,2.0,7.0,4.0,2.0,60.0,1.0,168.0,1.0,1.0,1,2.0,2.0,100.0,230.0,2.0,90.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,14627.0,1.0,2.0,2.0,14627.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,90.0,2.0,1,1,245000,1.0,10.0,1.0,1.0,1.0,1,1945,1.0,16,635032.0,1,1.0,2.0,12.0,2.0,2.0,1,1.0,2.0,2.0,0.0,287351.0,2.0,1.0,2.0,6188052.0,2.0,1.0,1,6.0,545,8885,2.0,2.0,4252,2.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,1,1.0,1.0,2.0,1.0,2.0,200.0,2.0,2,2.0,1.0,2.0,328185.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,6.0,1.0,2.0,1.0,1.0,1.0
10292,1,149614.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2,2.0,2.0,6.0,4.0,1.0,100.0,2.0,50.0,1.0,2.0,1,2.0,2.0,100.0,60.0,2.0,70.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,153.0,2.0,2.0,2.0,102.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,80.0,2.0,2,1,114000,1.0,0.0,2.0,1.0,1.0,1,1997,2.0,4,352434.0,1,1.0,1.0,12.0,1.0,2.0,1,1.0,2.0,2.0,1.0,98003.0,2.0,1.0,1.0,4242422.0,2.0,2.0,1,4.0,815,5455,2.0,2.0,4257,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1,1.0,1.0,2.0,1.0,2.0,60.0,2.0,2,1.0,2.0,2.0,254278.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,5.0,2.0,1.0,1.0,2.0,1.0
10311,1,407907.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2,9.0,2.0,9.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,1,2.0,2.0,100.0,600.0,2.0,95.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,7.0,2.0,1.0,3.0,2.0,1.0,100.0,2.0,2,1,235000,1.0,2.0,1.0,2.0,1.0,1,1972,1.0,16,746397.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,326266.0,1.0,1.0,2.0,5721039.0,2.0,9.0,1,6.0,774,5849,2.0,2.0,4284,2.0,7.0,2.0,2.0,1.0,1.0,2.0,1.0,1,1.0,2.0,2.0,1.0,2.0,150.0,2.0,2,2.0,1.0,2.0,420131.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,6.0,2.0,9.0,1.0,2.0,1.0
10328,1,70569.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2,2.0,2.0,7.0,4.0,4.0,85.0,2.0,73.0,1.0,1.0,1,2.0,2.0,100.0,181.0,2.0,100.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,9849.0,1.0,2.0,2.0,8592.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,79.0,2.0,2,1,210000,1.0,80.0,1.0,2.0,1.0,3,1997,1.0,14,157636.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,1.0,0.0,44443.0,1.0,1.0,2.0,1910095.0,2.0,1.0,1,3.0,1009,6399,2.0,2.0,4303,2.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1,2.0,1.0,2.0,1.0,2.0,14.0,2.0,2,1.0,1.0,2.0,103344.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,6.0,1.0,2.0,1.0,1.0,1.0
10330,1,83189.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2,2.0,2.0,5.0,3.0,2.0,100.0,1.0,168.0,1.0,2.0,1,2.0,2.0,100.0,20.0,2.0,60.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,125.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,75.0,2.0,2,1,118000,1.0,5.0,1.0,1.0,1.0,1,1989,1.0,18,226921.0,1,1.0,1.0,12.0,1.0,2.0,1,2.0,1.0,2.0,1.0,92187.0,1.0,1.0,2.0,1360718.0,2.0,2.0,1,8.0,235,7547,2.0,2.0,4305,2.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,1,1.0,1.0,2.0,1.0,2.0,10.0,3.0,2,2.0,2.0,2.0,134734.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1,4.0,2.0,1.0,1.0,1.0,2.0
10339,1,53491.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2,2.0,2.0,6.0,4.0,4.0,100.0,1.0,110.0,1.0,2.0,1,2.0,2.0,100.0,73.0,2.0,60.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1400.0,2.0,2.0,2.0,2000.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,90.0,2.0,2,1,150000,1.0,0.0,1.0,2.0,1.0,1,1957,1.0,12,75604.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,2.0,2.0,1.0,33091.0,1.0,2.0,2.0,910718.0,2.0,1.0,1,4.0,780,7878,2.0,2.0,4315,2.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,1,1.0,3.0,2.0,1.0,2.0,9.0,2.0,2,1.0,1.0,2.0,41113.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,4.0,1.0,2.0,1.0,2.0,1.0
10343,1,720.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2,2.0,2.0,1.0,1.0,1.0,5.0,2.0,30.0,1.0,2.0,1,2.0,2.0,5.0,0.0,2.0,100.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,158.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,6.0,2.0,-1.0,1.0,2.0,1.0,5.0,2.0,2,2,10000,2.0,75.0,1.0,2.0,2.0,1,1925,2.0,5,2303.0,1,1.0,1.0,12.0,2.0,2.0,1,2.0,2.0,1.0,1.0,835.0,2.0,1.0,2.0,6463.0,2.0,1.0,1,1.0,470,8781,2.0,2.0,4319,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1.0,-1.0,2.0,2.0,2.0,2.0,4.0,2,2.0,3.0,2.0,1310.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1,1.0,2.0,2.0,1.0,-1.0,2.0
10369,1,2931.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2,2.0,2.0,4.0,3.0,1.0,32.0,1.0,78.0,1.0,2.0,1,2.0,2.0,100.0,13.0,2.0,68.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,3.0,2.0,1.0,64.0,2.0,2,1,14000,1.0,32.0,1.0,2.0,2.0,6,1927,1.0,5,4936.0,1,1.0,1.0,12.0,1.0,1.0,1,1.0,1.0,1.0,0.0,2287.0,2.0,2.0,1.0,44869.0,2.0,1.0,1,3.0,678,6527,2.0,2.0,4346,2.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,1,1.0,3.0,1.0,1.0,2.0,9.0,2.0,2,1.0,3.0,2.0,2647.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1,2.0,1.0,2.0,1.0,2.0,1.0
10385,1,422330.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2,2.0,2.0,8.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,2,2.0,2.0,100.0,400.0,2.0,80.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1200.0,2.0,2.0,2.0,400.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,100.0,2.0,2,1,225000,1.0,40.0,7.0,1.0,1.0,1,1973,1.0,16,1083286.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,253817.0,1.0,1.0,2.0,7460440.0,2.0,1.0,1,7.0,1774,1377,2.0,2.0,4366,2.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,1,1.0,3.0,1.0,1.0,2.0,100.0,2.0,2,2.0,2.0,2.0,828269.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,7.0,1.0,2.0,1.0,1.0,1.0
10419,1,71332.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2,2.0,2.0,12.0,4.0,1.0,100.0,1.0,72.0,1.0,1.0,1,2.0,2.0,100.0,5750.0,2.0,95.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,250.0,2.0,2.0,2.0,200.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,98.0,2.0,2,1,1600000,1.0,25.0,1.0,1.0,1.0,1,1977,1.0,2,1667700.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,1.0,1.0,1.0,52928.0,2.0,1.0,1.0,27463523.0,1.0,1.0,1,992.0,640,5779,2.0,2.0,4408,2.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,1.0,4000.0,2.0,2,1.0,1.0,2.0,1614522.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,11.0,1.0,2.0,1.0,1.0,1.0
10432,1,84980.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2,2.0,2.0,7.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,2,2.0,2.0,100.0,175.0,2.0,90.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1233.0,2.0,2.0,2.0,900.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,80000,1.0,5.0,1.0,1.0,1.0,1,1978,2.0,16,272498.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,77902.0,1.0,1.0,2.0,2442000.0,2.0,1.0,1,3.0,2947,1403,2.0,2.0,4424,2.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,1,1.0,1.0,2.0,1.0,2.0,52.0,2.0,2,1.0,2.0,2.0,193363.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,5.0,2.0,2.0,1.0,1.0,2.0
10444,1,4907.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,105.0,-1.0,-1.0,2.0,85.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,2,1,82000,-1.0,-1.0,-1.0,-1.0,-1.0,4,1983,-1.0,23,119806.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1.0,2.0,-1.0,0.0,6140.0,-1.0,-1.0,1.0,1387673.0,-1.0,-1.0,1,-1.0,1201,4251,-1.0,-1.0,4440,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,-1.0,-1.0,-1.0,113561.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10449,1,10878.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2,2.0,1.0,7.0,3.0,1.0,100.0,1.0,168.0,1.0,1.0,1,2.0,2.0,100.0,175.0,2.0,75.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,2.0,2.0,2.0,25.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,75.0,1.0,2,1,24750,1.0,25.0,1.0,1.0,1.0,1,1991,1.0,13,150690.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,1.0,2.0,1.0,10736.0,1.0,1.0,2.0,2846487.0,2.0,1.0,1,4.0,1563,3533,1.0,2.0,4445,2.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1.0,3.0,2.0,1.0,2.0,25.0,2.0,2,2.0,2.0,2.0,139854.0,1.0,6.0,2.0,1.0,2.0,2.0,2.0,1,6.0,1.0,2.0,1.0,1.0,2.0
10484,1,1177667.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2,2.0,2.0,9.0,4.0,2.0,75.0,1.0,168.0,1.0,1.0,1,2.0,2.0,85.0,900.0,2.0,85.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,114857.0,2.0,2.0,2.0,96782.0,2.0,1.0,2.0,6.0,2.0,1.0,3.0,2.0,1.0,90.0,2.0,2,1,395000,1.0,5.0,1.0,1.0,1.0,1,1975,1.0,16,1896846.0,1,1.0,1.0,12.0,1.0,2.0,1,1.0,2.0,1.0,1.0,766697.0,1.0,1.0,2.0,13241277.0,2.0,1.0,1,5.0,798,5781,2.0,2.0,4484,2.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,2.0,400.0,2.0,2,1.0,4.0,2.0,1015292.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,1,8.0,1.0,2.0,1.0,1.0,1.0
10505,1,20080.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2,2.0,2.0,5.0,2.0,4.0,100.0,1.0,80.0,1.0,2.0,1,2.0,2.0,100.0,25.0,2.0,50.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,71.0,1.0,2.0,2.0,50.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,40.0,2.0,2,1,86000,1.0,10.0,1.0,1.0,1.0,2,1993,1.0,13,132280.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,1.0,1.0,1.0,19272.0,2.0,1.0,2.0,1274195.0,2.0,1.0,1,3.0,605,6921,2.0,2.0,4508,2.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,15.0,2.0,2,1.0,2.0,2.0,112937.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1,4.0,1.0,2.0,1.0,1.0,1.0
10506,1,53925.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,5.0,4.0,4.0,98.0,1.0,92.0,1.0,2.0,2,2.0,2.0,100.0,35.0,2.0,80.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,421.0,1.0,2.0,2.0,301.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,90.0,2.0,2,1,84000,1.0,10.0,1.0,1.0,2.0,1,1992,1.0,13,156324.0,1,1.0,2.0,12.0,2.0,2.0,1,1.0,2.0,2.0,1.0,48789.0,2.0,1.0,2.0,2059442.0,2.0,1.0,1,1.0,1928,2860,2.0,2.0,4509,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,2.0,2.0,1.0,2.0,7.0,2.0,2,2.0,2.0,2.0,107114.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,4.0,1.0,2.0,1.0,1.0,1.0
10510,1,116805.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2,2.0,2.0,6.0,4.0,4.0,75.0,1.0,168.0,1.0,1.0,1,2.0,2.0,90.0,71.0,2.0,100.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,16.0,1.0,2.0,2.0,15.0,2.0,1.0,2.0,6.0,2.0,1.0,3.0,1.0,1.0,100.0,2.0,2,1,134000,1.0,1.0,3.0,1.0,1.0,1,1989,1.0,7,285621.0,1,1.0,1.0,12.0,1.0,2.0,1,2.0,1.0,1.0,1.0,54799.0,1.0,1.0,2.0,2322063.0,2.0,1.0,1,6.0,460,6995,2.0,2.0,4513,2.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,1,1.0,3.0,2.0,1.0,2.0,10.0,2.0,2,2.0,2.0,2.0,230806.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,5.0,2.0,2.0,1.0,1.0,1.0
