,TVONWD2,PRKGPLC1,SIZRFRI1,INTERNET,TVTYPE2,WDPELLET,USENOTMOIST,USEEL,SIZEOFGARAGE,TOTSQFT_EN,TOTUCSQFT,OUTGRILLFUEL,OUTLET,WDOTHER,ELWATER,ATTICFIN,ELFOOD,ESCWASH,HDD30YR,CDD80,BEDROOMS,NCOMBATH,DNTHEAT,WASHLOAD,TEMPGONE,HIGHCEIL,FOPAY,TOTROOMS,PERIODEL,YEARMADERANGE,CELLAR,TVONWE2,EMPLOYHH,USECENAC,ROOFTYPE,TEMPNITE,NUMFRIG,WOODLOGS,SWIMPOOL,POOL,INWIRELESS,TYPEHUQ,WHEATAGE,LPWARM,NOTMOIST,ATTIC,BASECOOL,TEMPHOME,EQUIPAUX,COOLTYPE,CWASHER,AGEFRZR,ELCOOL,WASHTEMP,DRYRFUEL,STOVE,GARGHEAT,SDESCENT,WHEATSIZ,ATHOME,AGEDW,SOLWATER,STOVENFUEL,STOVEFUEL,AIRCOND,AGECWASH,AGERFRI2,AGECENAC,TEMPGONEAC,FUELH2O,DRAFTY,FOWATER,USENG,TVTYPE1,STORIES,AGECDRYER,SIZRFRI2,EDUCATION,TVONWD1,FUELPOOL,NHSLDMEM,RECBATH,BASEHEAT,UGWATER,EQUIPAGE,ATTCCOOL,OA_LAT,PERIODFO,WSF,OVENUSE,SOLOTHER,THERMAINAC,PERIODLP,ADQINSUL,DOOR1SUM,RNSETEMP,USEWOOD,HHAGE,MONEYPY,NUMBERAC,TOTCSQFT,EQUIPM,FUELTUB,NUMCFAN,PROTHERMAC,MICRO,STUDIO,WDWATER,ELOTHER,TYPERFR1,AGERFRI1,FUELHEAT,DRYRUSE,WDWARM,FOOTHER,LPGPAY,SIZFREEZ,BASEFIN,NUMFREEZ,ELWARM,UGWARM,FOWARM,NUMMEAL,OUTGRILL,UGOTH,TVSIZE1,ICE,HEATHOME,NHAFBATH,TEMPNITEAC,USEWWAC,STOVEN,AMTMICRO,LPWATER,USESOLAR,LPOTHER,OTHROOMS,PROTHERM,OVENFUEL,CDD30YR,TOPFRONT,LPCOOK,TEMPHOMEAC,WWACAGE,USEFO,FUEL_HEAT,KOWNRENT,USEMOISTURE,WINDOWS,HHSEX,CENACHP,MOISTURE,DISHWASH,WALLTYPE,FUELH2O2,TVSIZE2,THERMAIN,USELP,DRYER,HDD50,COFFEE,TVCOLOR,PERIODNG,TOTUSQFT,TYPEGLASS,ESDISHW,ESFRIG,AUDIT,TOTHSQFT,TVONWE1,GWT,ATTCHEAT,GARGCOOL,UGCOOK,NWEIGHT,OVEN,CDD65,DWASHUSE,HDD65,OCCUPYYRANGE,SWAMPCOL,TYPERFR2,UPRTFRZR,WOODAMT
13754,3,0,4,1,5,-2,1,1,-2,3360,1680,2,1,-2,0,-2,0,1,7258,0,3,2,-2,5,72,0,-2,12,1,6,1,5,1,3,5,72,1,-2,0,-2,1,2,1,0,1,0,0,72,0,1,1,2,1,3,5,0,-2,0,3,0,1,0,1,-2,1,1,-2,1,70,1,3,0,1,5,10,42,-2,4,5,-2,5,0,0,1,1,-2,3.0,-2,0.61,4,0,1,-2,1,1,2,0,41,10,-2,1680,3,-2,4,1,1,-2,0,1,22,41,1,1,0,0,1,3,0,1,0,1,0,4,1,0,3,0,1,0,70,-2,1,3,0,0,1,9,1,-2,750,2,0,70,-2,0,1,1,-2,41,1,0,0,1,3,-2,2,1,1,1,3873,0,4,1,1680,2,0,-2,0,1680,5,53.0,-2,-2,1,4751.97,0,459,30,7252,6,-2,-2,1,-2.0
13756,-2,0,4,1,-2,-2,-2,1,-2,2450,0,2,1,-2,0,0,0,1,1589,419,3,2,-2,2,68,0,-2,7,1,2,0,-2,1,3,5,68,2,-2,0,-2,1,2,2,0,0,1,-2,68,0,1,1,-2,1,3,5,0,-2,0,2,0,3,0,1,-2,1,3,41,3,80,1,4,0,1,2,10,3,3,3,3,-2,3,0,-2,1,3,0,18.0,-2,0.45,6,0,1,-2,2,0,3,0,55,11,-2,2450,3,-2,4,1,1,-2,0,1,21,2,1,1,0,0,-2,-2,-2,-2,0,1,0,4,1,0,3,1,1,1,74,-2,1,2,0,0,1,4,1,-2,2740,1,0,74,-2,0,1,1,-2,41,2,0,0,1,3,-2,-2,1,1,1,238,0,1,5,0,1,0,1,0,2450,3,70.0,0,-2,1,12991.59,0,3003,12,1513,6,0,22,-2,-2.0
13758,2,0,5,1,3,-2,4,1,-2,2518,0,2,0,-2,0,-2,0,1,5800,23,4,2,-2,3,68,0,-2,7,1,4,1,2,1,1,5,72,2,-2,1,1,1,2,2,0,1,0,1,71,0,1,1,-2,1,3,1,0,-2,1,3,1,2,0,1,-2,1,2,3,2,-2,1,4,0,1,3,10,2,5,3,3,1,4,0,1,1,2,-2,1.0,-2,0.55,5,0,1,-2,1,0,3,0,37,23,-2,2518,3,-2,3,1,1,-2,0,1,21,2,1,1,0,0,-2,-2,1,-2,0,1,0,2,1,1,3,1,1,1,-2,-2,1,1,0,0,1,3,1,-2,1092,2,0,-2,-2,0,1,1,2,30,2,0,1,1,1,-2,3,1,1,1,2865,0,4,1,0,2,1,1,0,2518,4,51.0,-2,-2,1,16137.47,0,767,12,5945,6,-2,21,-2,-2.0
13761,2,1,4,-2,1,-2,1,1,2,2708,2067,-2,0,-2,0,-2,1,1,7875,24,2,3,-2,3,68,1,-2,8,1,6,1,2,0,2,6,65,2,-2,0,-2,-2,2,2,0,1,0,0,68,0,1,1,-2,1,3,5,0,0,0,1,1,41,0,5,-2,1,3,42,41,76,1,3,0,1,1,10,3,3,1,3,-2,2,0,0,1,41,-2,1.0,-2,0.57,4,0,1,-2,1,0,3,0,79,7,-2,1041,3,-2,1,0,1,-2,0,1,23,3,1,2,0,0,-2,-2,1,-2,0,1,0,1,0,0,2,0,1,0,78,-2,1,2,0,0,0,6,0,-2,634,1,0,76,-2,0,1,1,-2,41,1,0,0,1,3,-2,1,1,0,1,4641,1,4,1,2067,2,-2,1,0,1041,3,47.0,-2,0,0,4751.97,0,426,30,8649,6,-2,22,-2,-2.0
13763,3,1,5,1,2,-2,-2,1,3,2020,874,2,1,-2,0,-2,0,1,1323,32,4,3,-2,3,62,1,-2,9,1,3,0,3,1,1,1,65,2,-2,0,-2,1,2,3,0,0,0,-2,68,0,1,1,-2,1,3,1,0,0,0,2,1,3,0,1,-2,1,3,41,3,-2,1,3,0,1,2,10,3,3,5,4,-2,6,0,-2,1,41,-2,0.0,-2,0.39,6,0,1,-2,1,1,3,0,37,24,-2,1796,3,-2,2,1,1,-2,0,1,21,3,1,2,0,0,1,-2,-2,-2,0,1,0,3,1,1,3,1,1,0,-2,-2,2,3,0,0,1,5,1,-2,1366,1,0,-2,-2,0,1,1,-2,50,2,0,0,1,4,-2,2,1,1,1,19,0,4,1,874,2,1,1,0,1796,4,66.0,-2,0,1,7169.31,0,1588,30,1125,7,0,22,-2,-2.0
13765,-2,0,4,1,-2,-2,-2,1,-2,775,388,-2,1,-2,0,-2,0,1,1311,160,2,1,-2,1,60,0,-2,4,1,1,0,-2,0,-2,6,70,1,-2,0,-2,1,2,3,0,0,0,-2,70,0,2,1,-2,1,2,1,0,-2,0,2,1,-2,0,1,-2,1,3,-2,-2,-2,1,4,0,1,3,10,3,-2,8,5,-2,2,0,-2,1,5,-2,1.0,-2,0.42,6,0,-2,-2,2,0,3,0,64,10,2,388,6,-2,3,-2,1,-2,0,1,21,3,1,1,0,0,-2,-2,-2,-2,0,1,0,2,0,1,3,1,1,0,-2,1,1,1,0,0,0,2,0,-2,1910,1,0,-2,41,0,1,2,-2,30,2,-2,0,0,2,-2,-2,1,0,1,22,0,1,1,0,1,-2,1,0,775,5,63.0,-2,-2,1,7093.98,0,1963,-2,1322,8,0,-2,-2,-2.0
13770,2,0,4,1,1,-2,1,1,-2,1900,475,2,1,-2,0,-2,1,1,5468,24,3,1,-2,3,68,0,-2,6,1,3,1,2,0,2,6,72,1,-2,0,-2,0,2,42,0,1,0,1,72,1,1,1,41,1,3,5,0,-2,0,3,1,-2,0,5,-2,1,2,-2,5,68,1,4,0,1,1,10,3,-2,2,5,-2,3,0,1,1,5,-2,4.0,-2,0.55,3,0,1,-2,2,0,2,0,50,13,-2,1425,3,-2,4,1,1,-2,0,1,1,41,1,1,0,0,1,4,1,1,1,1,0,2,1,0,2,0,1,0,68,-2,1,2,0,0,1,3,1,-2,716,1,0,68,-2,0,1,1,5,41,2,0,1,0,3,-2,1,1,1,1,2476,1,2,1,0,2,-2,-2,0,1900,5,49.0,-2,-2,0,4120.26,0,763,-2,5520,3,-2,-2,2,-2.0
13771,3,1,3,1,2,-2,-2,1,1,2290,2540,2,1,-2,0,-2,0,1,1530,88,3,2,-2,3,65,0,-2,6,1,2,0,4,2,-2,6,73,1,-2,0,-2,1,2,3,0,0,0,-2,65,0,-2,1,-2,0,3,1,1,0,0,3,0,41,0,-2,1,0,1,-2,-2,-2,1,1,0,1,2,10,1,-2,2,4,-2,3,0,-2,1,5,-2,0.0,-2,0.4,6,0,-2,-2,3,2,3,0,35,24,-2,0,6,-2,4,-2,1,-2,0,1,22,1,1,1,0,0,1,-2,-2,-2,0,1,0,4,1,1,3,0,1,0,-2,-2,0,1,0,0,1,3,0,1,856,1,0,-2,-2,0,1,2,-2,30,1,-2,0,1,2,-2,2,1,1,1,23,1,6,1,250,1,-2,1,0,2290,4,60.0,-2,0,1,7264.47,1,611,13,1160,8,0,-2,-2,-2.0
13775,2,1,4,1,2,0,-2,1,2,6790,400,2,1,0,0,0,1,-2,3560,20,4,4,-2,2,60,1,-2,13,1,6,1,2,1,3,5,60,2,1,0,-2,1,2,42,0,0,1,1,68,1,1,1,-2,1,2,5,1,0,0,2,1,3,0,-2,1,1,41,41,2,85,1,4,0,1,2,20,41,1,6,3,-2,3,0,1,1,42,0,6.0,-2,0.39,5,0,1,-2,1,0,3,1,65,17,-2,6790,3,-2,6,1,1,-2,0,1,21,5,1,1,1,0,-2,-2,1,-2,0,1,0,3,1,0,3,1,1,0,70,-2,0,2,0,0,1,9,1,5,1305,1,0,78,-2,0,1,1,-2,50,2,0,0,1,3,-2,1,1,1,1,1124,1,6,1,400,2,1,-2,0,6790,4,61.0,0,0,1,8458.37,2,1307,13,3567,6,0,3,-2,1.0
13776,1,-2,3,1,1,-2,-2,1,-2,988,741,-2,0,-2,0,-2,1,-2,1108,145,2,1,-2,-2,55,0,-2,4,1,2,-2,1,1,-2,-2,55,1,-2,-2,-2,1,5,41,0,0,-2,-2,70,0,2,0,-2,1,-2,-2,0,-2,1,3,0,2,0,5,-2,1,-2,-2,-2,-2,1,4,0,1,1,-2,-2,-2,5,2,-2,2,0,-2,1,5,-2,0.0,-2,0.4,6,0,-2,-2,3,1,-2,0,38,21,1,247,3,-2,1,-2,1,0,0,1,22,2,1,-2,0,0,-2,-2,-2,-2,0,1,0,4,0,0,2,0,1,0,-2,1,1,2,0,0,0,2,0,-2,1717,-2,0,-2,2,0,1,2,-2,20,2,-2,0,1,2,-2,2,1,0,0,0,1,2,1,0,2,-9,1,0,988,3,63.0,-2,-2,0,8122.52,0,2047,13,889,8,0,-2,-2,-2.0
13779,2,1,2,1,2,-2,-2,1,2,2635,400,-2,1,-2,0,-2,1,-2,2284,589,4,2,-2,2,73,1,-2,9,1,7,0,4,1,3,5,73,1,-2,0,-2,1,2,1,0,0,0,-2,73,1,1,1,-2,1,3,5,0,0,0,2,0,-2,0,5,-2,1,41,-2,3,75,1,4,0,1,2,20,41,-2,2,3,-2,3,0,-2,1,3,-2,7.0,-2,0.51,4,0,1,-2,2,0,3,0,44,14,-2,2635,3,-2,3,1,1,-2,0,1,22,42,1,1,0,0,-2,-2,-2,-2,1,1,0,4,0,0,3,0,1,1,75,-2,1,3,0,0,0,5,1,-2,2529,1,0,75,-2,0,1,1,-2,41,1,0,0,0,1,-2,3,1,0,1,467,1,3,1,400,2,-2,-2,0,2635,4,66.0,-2,0,0,7577.54,0,2557,-2,2248,8,0,-2,-2,-2.0
13784,1,0,3,1,1,-2,-2,1,-2,2946,2946,2,1,-2,0,0,1,1,2247,33,2,1,-2,3,60,0,-2,5,1,1,1,1,1,-2,5,60,1,-2,0,-2,1,2,3,0,0,1,0,67,0,-2,1,-2,0,3,1,0,-2,0,2,0,1,0,5,-2,0,1,-2,-2,-2,1,3,0,1,1,10,1,-2,4,2,-2,2,0,1,1,41,0,1.0,-2,0.49,3,0,-2,-2,2,0,3,0,51,18,-2,0,3,-2,2,-2,1,-2,0,1,4,1,1,1,0,0,1,-2,1,-2,0,1,0,2,1,1,2,0,1,0,-2,-2,1,2,0,0,1,3,1,-2,642,2,0,-2,-2,0,1,1,-2,41,1,-2,0,1,2,-2,2,1,1,1,135,0,2,1,700,1,1,1,0,2246,3,60.0,0,-2,0,7503.02,0,670,20,2459,5,0,-2,-2,-2.0
13786,-2,0,2,1,-2,-2,-2,1,-2,567,567,21,0,-2,0,0,0,0,2301,0,1,1,-2,2,59,1,-2,2,1,3,0,-2,1,-2,5,60,1,-2,0,-2,1,2,3,0,0,1,-2,67,0,-2,1,-2,0,2,5,0,-2,0,2,0,2,0,1,-2,0,2,-2,-2,-2,1,4,0,1,1,10,2,-2,5,1,-2,2,0,-2,1,3,0,0.0,-2,0.53,3,0,-2,-2,2,0,3,0,25,21,-2,0,3,-2,0,-2,1,-2,0,1,23,2,1,1,0,0,-2,-2,-2,-2,0,1,0,3,1,0,1,0,1,0,-2,-2,1,4,0,0,0,1,1,-2,282,2,0,-2,-2,0,1,2,-2,41,2,-2,0,1,2,-2,-2,1,0,1,71,0,1,1,0,2,0,0,0,567,1,61.0,0,-2,1,7313.36,0,222,12,2370,8,0,-2,-2,-2.0
13787,3,1,4,1,1,0,-2,1,2,1630,400,21,1,0,0,-2,0,1,1115,94,3,2,-2,2,68,0,-2,6,1,2,0,3,0,2,5,65,1,1,0,-2,0,2,2,0,0,0,-2,68,1,1,1,2,1,1,1,0,0,0,3,1,3,0,1,-2,1,2,-2,2,72,1,4,0,1,1,10,3,-2,3,3,-2,3,0,-2,1,2,-2,1.0,-2,0.41,3,0,1,-2,1,1,2,1,73,14,-2,1630,3,-2,2,1,1,-2,0,1,21,3,1,1,1,0,-2,2,-2,1,1,1,0,2,1,1,1,1,1,0,72,-2,1,3,0,0,0,3,1,-2,1256,2,0,72,-2,0,1,1,-2,30,2,0,0,1,4,-2,3,1,0,1,11,1,5,1,400,2,1,1,0,1630,3,66.0,-2,0,1,7264.47,0,789,30,1218,3,0,-2,1,3.0
13788,1,1,4,1,2,-2,-2,1,2,1762,400,2,1,-2,0,0,1,-2,1110,1529,2,2,-2,1,69,1,-2,5,1,6,0,1,0,2,1,65,1,-2,0,-2,1,2,3,0,0,1,-2,69,0,1,1,-2,1,2,5,0,0,0,3,1,3,0,5,-2,1,42,-2,42,75,1,4,0,1,2,10,42,-2,2,3,-2,1,0,-2,1,42,0,0.0,-2,0.47,6,0,1,-2,1,1,3,0,85,10,-2,1762,3,-2,0,0,1,-2,0,1,21,41,1,1,0,0,1,-2,-2,-2,0,1,0,4,1,0,2,1,1,0,68,-2,1,1,0,0,1,3,0,-2,4180,1,0,75,-2,0,1,1,-2,42,1,0,0,1,4,-2,1,1,1,1,35,1,3,2,400,2,0,-2,0,1762,4,72.0,0,0,0,12280.59,0,4432,12,1026,6,0,-2,-2,-2.0
13789,1,1,4,1,1,-2,-2,1,2,2024,1408,21,0,-2,0,-2,0,0,4605,28,3,2,-2,3,68,1,-2,5,1,4,1,1,0,3,5,68,1,-2,0,-2,0,2,3,0,0,0,0,68,1,1,1,5,1,2,1,0,0,0,2,0,41,0,1,-2,1,3,-2,3,75,1,4,0,1,2,10,3,-2,6,3,-2,2,0,0,1,3,-2,7.0,-2,0.44,4,0,1,-2,2,2,3,0,63,24,-2,1016,3,-2,1,1,1,-2,0,1,22,5,1,1,0,0,-2,3,0,1,1,1,0,0,1,1,3,0,1,0,75,-2,1,2,0,0,0,2,1,-2,1445,1,0,75,-2,0,1,1,2,30,2,0,1,1,3,-2,2,1,0,1,1990,1,2,1,1408,2,-2,-2,0,1016,3,58.0,-2,0,0,2778.26,0,1164,11,4787,4,-2,-2,1,-2.0
13791,2,1,5,-2,2,-2,1,1,3,5590,3046,1,0,-2,0,-2,1,-2,1474,174,4,4,-2,2,65,1,-2,7,1,7,0,3,1,1,1,73,2,-2,1,1,-2,2,3,0,1,0,-2,72,0,1,1,2,1,1,1,1,0,0,3,1,3,0,-2,1,1,41,41,3,-2,1,4,0,1,2,10,41,3,7,2,5,4,1,-2,1,3,-2,0.0,-2,0.42,5,0,1,-2,2,0,3,0,41,13,-2,3194,3,5,5,1,1,-2,0,1,21,2,1,1,0,0,-2,1,-2,1,0,1,0,5,1,1,2,1,1,1,-2,-2,0,1,0,0,0,3,1,5,1726,2,0,-2,-2,0,1,1,-2,41,1,0,0,1,4,-2,3,1,0,1,61,1,3,1,1449,2,-9,1,0,4791,1,69.0,-2,0,1,7093.98,2,1877,13,1264,7,0,22,2,-2.0
13793,3,-2,2,1,1,-2,-2,1,-2,1069,0,2,0,-2,0,-2,1,-2,5575,0,2,1,-2,-2,72,0,-2,4,1,4,-2,3,0,1,-2,70,1,-2,-2,-2,1,5,2,0,0,-2,-2,72,0,1,0,-2,1,-2,-2,0,-2,0,3,1,3,0,5,-2,1,-2,-2,3,-2,1,3,0,1,4,-2,-2,-2,2,4,-2,2,0,-2,1,41,-2,2.0,-2,0.46,1,0,1,-2,2,1,-2,0,74,10,-2,1069,3,-2,0,0,1,0,0,1,22,3,1,-2,0,0,1,-2,-2,-2,0,1,0,1,1,0,3,0,1,0,-2,-2,1,4,0,0,1,2,0,-2,741,-2,0,-2,-2,0,1,2,1,20,2,0,1,1,1,-2,1,1,1,0,2539,1,3,5,0,2,-9,-9,0,1069,4,52.0,-2,-2,0,17411.45,0,528,13,5682,6,-2,-2,-2,-2.0
13794,3,1,4,1,1,-2,5,1,3,2637,2212,2,1,-2,0,0,0,1,6802,0,4,3,-2,2,60,1,-2,11,1,6,1,4,0,1,4,60,2,-2,0,-2,1,2,41,0,1,1,0,68,1,1,1,-2,1,2,-2,0,0,0,3,1,1,0,1,-2,1,2,42,41,-2,1,4,0,1,2,20,-2,3,5,2,-2,4,0,1,1,41,0,2.0,-2,0.6,4,0,1,-2,2,2,3,0,50,23,-2,1076,3,-2,2,0,1,-2,0,1,21,1,1,-2,0,0,-2,-2,1,-2,0,1,0,3,1,0,3,1,1,1,-2,-2,1,3,0,0,1,7,0,-2,563,2,0,-2,-2,0,1,1,-2,41,1,0,0,1,3,-2,2,1,1,0,3489,1,2,1,887,2,1,1,0,2401,2,50.0,0,0,1,12679.94,0,319,20,7184,7,0,22,-2,-2.0
13796,1,0,4,1,1,-2,-2,1,-2,1696,1272,2,0,-2,0,-2,0,0,5728,27,1,1,-2,2,68,0,-2,4,1,2,1,1,2,-2,8,68,1,-2,0,-2,1,3,3,0,0,0,0,68,0,2,1,-2,1,2,1,0,-2,0,3,1,2,0,1,-2,1,3,-2,-2,-2,1,4,0,1,2,10,3,-2,4,2,-2,1,0,0,1,3,-2,3.0,-2,0.69,5,0,-2,-2,2,0,3,0,56,15,2,424,3,-2,1,-2,1,-2,0,1,22,2,1,1,0,0,-2,-2,0,-2,0,1,0,5,1,1,2,0,1,0,-2,1,1,2,0,0,1,3,0,-2,735,1,0,-2,1,0,1,1,-2,30,1,-2,0,1,3,-2,1,1,1,1,2479,1,2,1,848,2,1,1,0,848,3,51.0,-2,-2,1,4113.72,0,584,13,5682,3,-2,-2,-2,-2.0
13797,2,1,5,1,1,-2,-2,1,2,2616,400,-2,1,-2,0,-2,0,0,6272,26,4,2,-2,3,65,0,-2,7,1,8,0,2,1,1,5,68,2,-2,0,-2,0,2,2,0,0,0,-2,68,0,1,1,-2,1,2,5,0,0,1,3,1,2,0,1,-2,1,2,41,2,-2,1,4,0,1,2,20,2,5,3,2,-2,5,0,-2,1,2,-2,2.0,-2,0.56,4,0,1,-2,1,1,2,0,38,8,-2,2616,3,-2,0,1,1,-2,0,1,21,2,1,1,0,0,-2,-2,-2,-2,0,1,0,2,0,0,3,1,1,1,-2,-2,1,3,0,0,0,3,1,-2,767,2,0,-2,-2,0,1,1,-2,41,2,0,0,1,3,-2,2,1,0,1,2854,1,2,1,400,1,0,1,0,2616,2,53.0,-2,0,1,5493.33,0,585,11,6185,8,-2,21,-2,-2.0
13798,2,1,5,1,3,-2,-2,1,3,10840,0,2,0,-2,1,0,1,1,7126,0,5,3,-2,3,64,1,-2,15,1,6,0,4,1,2,5,66,3,-2,1,1,1,2,5,0,0,1,-2,68,1,1,1,3,1,2,5,1,1,0,3,0,2,0,-2,1,1,2,2,5,78,1,4,0,1,2,32,2,5,3,3,1,10,1,-2,1,5,0,0.0,-2,0.62,4,0,1,-2,1,0,2,0,35,24,-2,10840,3,1,1,1,1,-2,0,1,23,1,1,1,0,0,-2,4,-2,1,0,1,0,3,1,1,3,1,1,1,76,-2,0,3,0,0,1,10,1,5,137,2,0,72,-2,0,1,1,-2,60,2,0,0,1,2,5,3,1,1,1,2940,0,4,1,0,2,-9,1,0,10840,4,48.0,0,1,1,10270.16,2,253,30,6385,8,0,23,1,-2.0
13800,-2,-2,4,-2,-2,-2,-2,1,-2,660,0,-2,-2,-2,0,-2,1,-2,6602,34,1,1,-2,-2,68,0,-2,3,5,4,-2,-2,0,3,-2,68,1,-2,-2,-2,-2,5,3,0,0,-2,-2,68,0,1,0,-2,1,-2,-2,0,-2,0,3,1,2,0,5,-2,1,-2,-2,3,75,1,4,0,1,1,-2,-2,-2,4,5,-2,1,0,-2,1,41,-2,3.0,-2,0.49,6,0,0,-2,1,0,-2,0,75,4,-2,660,2,-2,0,-2,1,0,0,1,22,2,1,-2,0,0,-2,-2,-2,-2,0,1,0,2,0,0,1,0,1,0,75,-2,1,1,0,0,0,2,-2,-2,495,-2,0,75,-2,0,1,2,-2,30,1,0,0,1,7,-2,-2,0,0,0,3436,0,1,5,0,2,0,1,0,660,5,49.0,-2,-2,0,5506.85,0,389,30,6668,6,-2,-2,-2,-2.0
13801,2,1,4,1,1,-2,-2,1,2,2312,1192,1,1,-2,0,-2,1,0,5002,15,3,1,-2,2,65,0,-2,7,1,2,1,3,1,3,5,68,1,-2,0,-2,1,2,3,0,0,0,0,71,0,1,1,-2,1,2,5,0,0,0,1,0,3,0,5,-2,1,2,-2,3,75,1,3,0,1,1,10,2,-2,2,1,-2,2,0,0,1,3,-2,6.0,-2,0.55,3,0,1,-2,3,0,2,0,85,12,-2,1520,3,-2,3,0,1,-2,0,1,21,3,1,2,0,0,-2,-2,0,-2,0,1,0,1,1,1,1,1,1,0,75,-2,1,4,0,0,0,4,0,-2,1390,1,0,70,-2,0,1,1,-2,41,1,0,0,1,3,-2,1,1,0,1,2093,1,3,1,1192,1,0,0,0,1520,2,55.0,-2,0,0,2778.26,0,1181,13,4767,2,-2,-2,-2,-2.0
13803,1,0,4,1,1,-2,-2,1,-2,2208,2208,-2,1,-2,0,0,0,-2,6132,0,3,2,-2,-2,54,0,-2,7,1,2,1,1,1,-2,6,54,1,-2,0,-2,0,2,41,0,0,1,0,68,0,-2,0,-2,0,-2,-2,0,-2,0,2,0,1,0,1,-2,0,-2,-2,-2,-2,1,3,0,1,1,10,-2,-2,6,2,-2,1,0,1,1,41,0,0.0,-2,0.64,4,0,-2,-2,3,0,-2,0,46,13,-2,0,3,-2,0,-2,1,-2,0,1,21,1,1,-2,0,0,-2,-2,1,-2,0,1,0,3,0,0,1,1,1,0,-2,-2,1,3,0,0,0,4,1,-2,493,-2,0,-2,-2,0,1,1,1,41,2,-2,1,1,4,-2,1,1,0,0,2888,1,2,1,0,1,1,1,0,2208,3,52.0,0,-2,1,22136.04,0,335,12,6335,8,0,-2,-2,-2.0
13805,2,1,4,1,3,-2,-2,1,2,1250,400,-2,0,-2,0,0,0,1,1257,697,2,1,-2,1,65,0,-2,4,1,2,0,2,1,2,5,65,1,-2,0,-2,1,2,41,0,0,1,-2,72,0,1,1,2,1,3,1,0,0,0,3,0,-2,0,1,-2,1,2,-2,41,72,1,3,0,1,3,20,2,-2,4,2,-2,1,0,-2,1,5,0,16.0,-2,0.42,3,0,1,-2,3,0,3,0,32,15,-2,1250,3,-2,3,1,1,-2,0,1,21,2,1,1,0,0,-2,2,-2,1,0,1,0,4,0,1,3,1,1,0,70,-2,1,4,0,0,0,2,1,-2,3278,1,0,70,-2,0,1,1,-2,30,2,0,0,0,3,-2,2,1,0,1,169,1,2,1,400,1,-2,0,0,1250,2,73.0,0,0,1,10669.31,0,3469,-2,1255,6,0,-2,2,-2.0
13806,3,-2,4,1,2,-2,-2,1,-2,875,875,21,-2,-2,0,-2,0,-2,6740,0,2,1,-2,-2,60,0,-2,4,1,4,-2,4,0,-2,-2,65,1,-2,-2,-2,1,5,41,0,0,-2,-2,69,0,-2,0,3,0,-2,-2,0,-2,0,3,1,-2,0,1,-2,0,-2,-2,-2,-2,1,1,0,1,1,-2,-2,-2,2,4,-2,3,0,-2,1,41,-2,2.0,-2,0.68,2,0,-2,-2,3,0,-2,0,47,6,-2,0,3,-2,0,-2,1,0,0,1,22,2,1,-2,0,0,-2,2,-2,1,0,1,0,3,1,0,1,0,1,0,-2,-2,1,2,0,0,0,2,0,-2,516,-2,0,-2,-2,0,1,2,-2,30,2,-2,0,0,1,-2,2,1,0,0,3415,0,3,1,0,2,-2,0,0,875,5,51.0,-2,-2,1,7100.19,0,312,-2,6885,8,-2,-2,2,-2.0
13807,2,1,4,1,4,-2,-2,1,2,3152,400,21,1,-2,0,-2,1,-9,3690,17,5,2,-2,4,70,0,-2,10,1,8,0,2,1,3,5,70,2,-2,0,-2,0,2,3,0,0,0,-2,74,0,1,1,-2,1,3,5,0,0,0,2,0,3,0,5,-2,1,2,3,3,70,1,4,0,1,2,20,3,4,3,3,-2,4,0,-2,1,3,-2,8.0,-2,0.51,4,0,1,-2,1,0,3,0,49,24,-2,3152,3,-2,3,0,1,-2,0,1,22,2,1,3,0,0,-2,-2,-2,-2,0,1,0,4,1,0,2,1,1,1,70,-2,1,4,0,0,0,5,0,-2,1421,1,0,70,-2,0,1,1,-2,42,2,0,0,1,3,-2,3,1,0,1,1261,1,5,1,400,2,0,1,0,3152,4,61.0,-2,0,0,10128.15,0,1472,13,3618,8,-2,1,-2,-2.0
13808,1,1,4,1,2,-2,-2,1,2,1985,400,21,1,-2,0,0,1,1,2392,282,3,2,-2,3,65,1,-2,7,1,8,0,2,1,3,5,70,1,-2,0,-2,1,2,3,0,0,1,-2,70,0,1,1,-2,1,3,5,0,0,1,2,0,3,0,5,-2,1,1,-2,3,75,1,3,0,1,2,10,1,-2,2,2,-2,4,0,-2,1,3,0,7.0,-2,0.56,6,0,1,-2,2,0,3,0,42,21,-2,1985,3,-2,4,1,1,-2,0,1,21,2,1,1,0,0,-2,-2,-2,-2,0,1,0,4,1,0,3,1,1,1,75,-2,1,1,0,0,0,4,1,-2,2576,1,0,75,-2,0,1,1,-2,41,2,0,0,1,1,-2,2,1,0,1,570,0,3,1,400,1,1,1,0,1985,3,68.0,0,0,0,7535.95,0,2244,11,2493,8,0,-2,-2,-2.0
